date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-31,22.2,22.75,22.55,22.19,32034.38,0.35,1.58,22.546,22.714,23.108,31246.81,45235.1,53331.15,0.63
2017-03-30,22.66,22.76,22.2,22.2,26000.38,-0.47,-2.07,22.576,22.729,23.132,42836.15,50524.9,53934.94,0.51
2017-03-29,22.66,22.74,22.67,22.34,33836.98,0.01,0.04,22.752,22.823,23.167,48935.02,63202.18,57134.83,0.67
2017-03-28,22.55,22.77,22.66,22.53,27281.99,0.01,0.04,22.812,22.896,23.219,50028.74,67207.87,57346.58,0.54
2017-03-27,22.69,22.79,22.65,22.51,37080.31,-0.05,-0.22,22.834,23.038,23.294,58312.77,67497.19,58806.38,0.73
2017-03-24,23.06,23.06,22.7,22.32,89981.09,-0.38,-1.65,22.882,23.193,23.344,59223.39,69204.73,59400.18,1.77
2017-03-23,22.98,23.24,23.08,22.78,56494.72,0.11,0.48,22.882,23.281,23.394,58213.64,65834.45,57998.04,1.11
2017-03-22,22.74,22.99,22.97,22.61,39305.58,0.2,0.88,22.894,23.311,23.439,77469.34,64047.2,58808.83,0.77
2017-03-21,22.89,22.96,22.77,22.55,68702.13,-0.12,-0.52,22.98,23.367,23.497,84387.0,62837.94,63185.86,1.35
2017-03-20,22.72,22.89,22.89,22.51,41633.41,0.19,0.84,23.242,23.475,23.553,76681.62,62119.81,67961.14,0.82
2017-03-17,23.11,23.28,22.7,22.7,84932.36,-0.44,-1.9,23.504,23.502,23.563,79186.08,61427.21,71678.26,1.67
2017-03-16,23.5,23.65,23.14,22.82,152773.23,-0.26,-1.11,23.68,23.535,23.522,73455.27,57344.98,68956.7,3.01
2017-03-15,24.19,24.38,23.4,23.39,73893.85,-0.68,-2.82,23.728,23.511,23.471,50625.06,51067.48,62859.85,1.46
2017-03-14,24.32,24.32,24.08,23.82,30175.27,-0.12,-0.5,23.754,23.541,23.412,41288.88,47485.3,61701.55,0.59
2017-03-13,23.48,24.42,24.2,23.35,54155.7,0.62,2.63,23.708,23.55,23.338,47557.99,50115.57,62789.72,1.07
2017-03-10,23.27,24.08,23.58,23.27,56278.29,0.2,0.85,23.5,23.494,23.248,43668.33,49595.62,61653.86,1.11
2017-03-09,23.54,23.58,23.38,23.13,38622.2,-0.15,-0.64,23.39,23.506,23.188,41234.7,50161.62,61036.6,0.76
2017-03-08,23.75,24.0,23.53,23.4,27212.92,-0.32,-1.34,23.294,23.566,23.145,51509.9,53570.47,61541.88,0.54
2017-03-07,23.23,24.1,23.85,23.11,61520.85,0.69,2.98,23.328,23.626,23.084,53681.72,63533.78,62452.53,1.21
2017-03-06,23.09,23.33,23.16,23.02,34707.41,0.13,0.56,23.392,23.631,23.014,52673.15,73802.47,62771.97,0.68
2017-03-03,22.84,23.13,23.03,22.79,44110.11,0.13,0.57,23.488,23.623,22.946,55522.91,81929.31,63266.84,0.87
2017-03-02,23.8,23.8,22.9,22.89,89998.22,-0.8,-3.38,23.622,23.508,22.88,59088.55,80568.42,63053.71,1.77
2017-03-01,24.0,24.07,23.7,23.67,38072.01,-0.47,-1.95,23.838,23.43,22.84,55631.03,74652.23,58554.3,0.75
2017-02-28,23.58,24.25,24.17,23.31,56477.99,0.53,2.24,23.924,23.283,22.759,73385.85,75917.81,58887.26,1.11
2017-02-27,23.7,23.87,23.64,23.31,48956.24,-0.06,-0.25,23.87,23.126,22.652,94931.8,75463.88,57925.41,0.97
2017-02-24,24.09,24.45,23.7,23.42,61938.3,-0.28,-1.17,23.758,23.002,22.571,108335.7,73712.11,58639.96,1.22
2017-02-23,24.13,24.52,23.98,23.8,72710.63,-0.15,-0.62,23.394,22.87,22.474,102048.29,71911.58,59810.12,1.43
2017-02-22,23.7,24.86,24.13,23.5,126846.07,0.23,0.96,23.022,22.724,22.389,93673.42,69513.3,61229.21,2.5
2017-02-21,23.09,23.99,23.9,23.09,164207.75,0.82,3.55,22.642,22.541,22.295,78449.78,61371.27,60584.17,3.24
2017-02-20,21.95,23.28,23.08,21.88,115975.76,1.2,5.48,22.382,22.396,22.177,55995.96,51741.46,56082.87,2.29
2017-02-17,22.15,22.2,21.88,21.73,30501.23,-0.24,-1.08,22.246,22.268,22.12,39088.51,44604.38,56066.34,0.6
2017-02-16,22.32,22.32,22.12,21.97,30836.27,-0.11,-0.49,22.346,22.251,22.056,41774.88,45539.0,58407.82,0.61
2017-02-15,22.48,22.6,22.23,22.13,50727.88,-0.37,-1.64,22.426,22.249,21.961,45353.18,42456.38,61031.9,1.0
2017-02-14,22.36,22.93,22.6,22.18,51938.64,0.2,0.89,22.44,22.235,21.899,44292.76,41856.72,61286.1,1.02
2017-02-13,22.39,22.59,22.4,22.13,31438.53,0.02,0.09,22.41,22.178,21.829,47486.97,40386.94,65847.1,0.62
2017-02-10,22.49,22.73,22.38,22.33,43933.06,-0.14,-0.62,22.29,22.14,21.797,50120.25,43567.81,75958.19,0.87
2017-02-09,22.27,22.53,22.52,22.1,48727.8,0.22,0.99,22.156,22.077,21.716,49303.13,47708.65,77703.55,0.96
2017-02-08,22.38,22.44,22.3,21.89,45425.77,-0.15,-0.67,22.072,22.054,21.588,39559.57,52945.13,77501.36,0.9
2017-02-07,21.89,22.45,22.45,21.7,67909.69,0.65,2.98,22.03,22.049,21.484,39420.67,59797.07,77297.26,1.34
2017-02-06,21.55,21.85,21.8,21.39,44604.91,0.09,0.41,21.946,21.957,21.376,33286.91,60424.28,76859.21,0.88
2017-02-03,22.1,22.27,21.71,21.71,39847.48,-0.38,-1.72,21.99,21.972,21.282,37015.38,67528.31,76738.6,0.79
2017-02-02,22.1,22.1,22.1,22.1,10.0,0.01,0.04,21.998,21.86,21.173,46114.18,71276.63,76090.2,0.0
2017-01-26,22.09,22.36,22.09,21.95,44731.29,0.06,0.27,22.036,21.672,21.053,66330.68,79607.41,78129.84,0.88
2017-01-25,21.81,22.17,22.03,21.74,37240.87,0.01,0.04,22.068,21.563,20.931,80173.46,80715.48,78092.44,0.73
2017-01-24,21.93,22.38,22.02,21.74,63247.24,0.27,1.24,21.968,21.479,20.823,87561.65,91307.25,78413.76,1.25
2017-01-23,22.51,22.8,21.75,21.68,85341.49,-0.54,-2.42,21.954,21.454,20.722,98041.25,108348.57,79192.36,1.68
2017-01-20,22.31,22.96,22.29,22.02,101092.53,0.04,0.18,21.722,21.354,20.618,96439.09,107698.44,77321.53,1.99
2017-01-19,21.53,22.5,22.25,21.43,113945.19,0.72,3.34,21.308,21.121,20.499,92884.15,102057.59,75588.99,2.25
2017-01-18,21.91,22.0,21.53,21.4,74181.8,-0.42,-1.91,21.058,20.918,20.391,81257.51,94797.45,72335.46,1.46
2017-01-17,20.23,22.27,21.95,20.23,115645.22,1.36,6.61,20.99,20.794,20.328,95052.85,93294.15,71926.69,2.28
2017-01-16,20.38,20.87,20.59,20.0,77330.7,0.37,1.83,20.954,20.592,20.25,118655.89,85948.88,69712.0,1.52
2017-01-13,20.88,21.11,20.22,20.17,83317.82,-0.78,-3.71,20.986,20.485,20.229,118957.8,80903.76,70331.66,1.64
2017-01-12,21.0,21.5,21.0,20.89,55811.99,-0.19,-0.9,20.934,20.434,20.247,111231.03,76652.27,73599.53,1.1
2017-01-11,21.57,22.1,21.19,21.02,143158.52,-0.58,-2.66,20.778,20.299,20.227,108337.39,75469.38,74388.31,2.82
2017-01-10,21.38,22.81,21.77,21.01,233660.41,1.02,4.92,20.598,20.167,20.187,91535.45,65520.27,71205.57,4.61
2017-01-09,19.96,20.76,20.75,19.92,78840.26,0.79,3.96,20.23,19.99,20.117,53241.87,50036.15,66444.4,1.55
2017-01-06,20.12,20.27,19.96,19.82,44683.95,-0.26,-1.29,19.984,19.882,20.157,42849.72,46944.62,71672.08,0.88
2017-01-05,20.28,20.34,20.22,20.02,41343.8,-0.07,-0.34,19.934,19.877,20.219,42073.52,49120.39,74685.31,0.82
2017-01-04,19.93,20.33,20.29,19.86,59148.81,0.36,1.81,19.82,19.864,20.266,42601.38,49873.48,78011.71,1.17
2017-01-03,19.58,19.95,19.93,19.54,42192.53,0.41,2.1,19.736,19.862,20.269,39505.09,50559.24,76874.87,0.83
2016-12-30,19.71,19.83,19.52,19.47,26879.49,-0.19,-0.96,19.75,19.907,20.283,46830.43,53475.13,78276.35,0.53
2016-12-29,19.62,19.78,19.71,19.42,40802.96,0.06,0.3,19.78,19.973,20.349,51039.53,59759.55,80390.16,0.8
2016-12-28,19.9,19.9,19.65,19.52,43983.12,-0.22,-1.11,19.82,20.059,20.437,56167.27,70546.79,83912.31,0.87
2016-12-27,20.06,20.12,19.87,19.72,43667.33,-0.13,-0.65,19.908,20.154,20.513,57145.57,73307.23,85336.89,0.86
2016-12-26,19.52,21.33,20.0,19.47,78819.25,0.33,1.68,19.988,20.206,20.569,61613.4,76890.87,91393.69,1.55
2016-12-23,20.04,20.13,19.67,19.67,47924.97,-0.24,-1.21,20.064,20.244,20.64,60119.83,82852.66,95384.53,0.94
2016-12-22,20.08,20.16,19.91,19.68,66441.66,-0.18,-0.9,20.166,20.432,20.68,68479.58,96399.55,102790.27,1.31
2016-12-21,20.35,20.42,20.09,19.98,48874.64,-0.18,-0.89,20.298,20.561,20.666,84926.32,100250.23,102781.99,0.96
2016-12-20,20.35,20.69,20.27,19.93,66006.46,-0.11,-0.54,20.4,20.667,20.634,89468.88,106149.94,103609.58,1.3
2016-12-19,20.17,20.5,20.38,19.89,71351.42,0.2,0.99,20.424,20.675,20.61,92168.35,103190.49,105245.14,1.41
2016-12-16,20.69,20.99,20.18,20.12,89723.73,-0.39,-1.9,20.424,20.658,20.558,105585.49,103077.56,104334.74,1.77
2016-12-15,20.38,20.95,20.57,20.02,148675.33,-0.03,-0.15,20.698,20.725,20.506,124319.51,101020.77,101414.03,2.93
2016-12-14,20.25,21.2,20.6,20.22,71587.48,0.21,1.03,20.824,20.814,20.439,115574.15,97277.82,95711.46,1.41
2016-12-13,20.1,20.48,20.39,19.86,79503.78,0.01,0.05,20.934,20.871,20.36,122831.0,97366.56,94351.38,1.57
2016-12-12,21.9,22.18,20.38,20.36,138437.12,-1.17,-5.43,20.926,20.932,20.306,114212.64,105896.5,93958.24,2.73
2016-12-09,20.95,22.79,21.55,20.3,183393.86,0.35,1.65,20.892,21.035,20.244,100569.64,107916.4,91001.98,3.62
2016-12-08,21.31,22.0,21.2,21.07,104948.52,0.05,0.24,20.752,20.928,20.139,77722.02,109180.99,84569.56,2.07
2016-12-07,20.49,21.44,21.15,20.36,107871.7,0.8,3.93,20.804,20.771,20.045,78981.49,105313.74,81325.83,2.13
2016-12-06,20.37,20.6,20.35,20.17,36411.98,0.14,0.69,20.808,20.6,19.951,71902.12,101069.23,78066.74,0.72
2016-12-05,20.53,20.78,20.21,20.02,70222.14,-0.64,-3.07,20.938,20.545,19.906,97580.37,107299.8,77905.31,1.38
2016-12-02,21.3,21.46,20.85,20.76,69155.76,-0.61,-2.84,21.178,20.457,19.863,115263.16,105591.91,77233.11,1.36
2016-12-01,21.26,22.19,21.46,21.04,111245.86,0.29,1.37,21.104,20.286,19.802,140639.95,101807.29,76269.12,2.19
2016-11-30,20.95,21.3,21.17,20.73,72474.87,0.17,0.81,20.738,20.063,19.709,131645.99,94145.11,72681.05,1.43
2016-11-29,21.21,22.1,21.0,20.79,164803.23,-0.41,-1.92,20.392,19.848,19.628,130236.33,91336.21,70556.24,3.25
2016-11-28,20.47,21.55,21.41,20.4,158636.06,0.93,4.54,20.152,19.679,19.533,117019.22,82019.97,63752.19,3.13
2016-11-25,19.63,21.16,20.48,19.47,196039.73,0.85,4.33,19.736,19.453,19.42,95920.67,74087.55,57186.23,3.87
2016-11-24,19.49,19.71,19.63,19.41,66276.04,0.19,0.98,19.468,19.35,19.346,62974.63,59958.14,48745.14,1.31
2016-11-23,19.95,19.96,19.44,19.41,65426.58,-0.36,-1.82,19.388,19.318,19.322,56644.23,57337.93,47405.38,1.29
2016-11-22,19.4,19.85,19.8,19.33,98717.7,0.47,2.43,19.304,19.301,19.314,52436.09,55064.25,45939.3,1.95
2016-11-21,19.13,19.35,19.33,19.04,53143.29,0.19,0.99,19.206,19.266,19.279,47020.73,48510.82,42016.76,1.05
2016-11-18,19.25,19.36,19.14,19.1,31309.56,-0.09,-0.47,19.17,19.268,19.277,52254.44,48874.31,41084.78,0.62
2016-11-17,19.06,19.26,19.23,19.0,34624.02,0.21,1.1,19.232,19.317,19.29,56941.64,50730.95,41166.04,0.68
2016-11-16,19.23,19.38,19.02,19.01,44385.86,-0.29,-1.5,19.248,19.354,19.298,58031.63,51216.99,41468.9,0.88
2016-11-15,19.15,19.32,19.31,18.97,71640.9,0.16,0.84,19.298,19.407,19.292,57692.4,49776.27,40410.78,1.41
2016-11-14,19.43,20.19,19.15,19.1,79311.84,-0.3,-1.54,19.326,19.387,19.291,50000.92,45484.41,37996.65,1.56
2016-11-11,19.35,19.48,19.45,19.28,54745.57,0.14,0.72,19.366,19.387,19.299,45494.18,40284.91,35074.6,1.08
2016-11-10,19.38,19.54,19.31,19.29,40073.97,0.04,0.21,19.402,19.341,19.291,44520.26,37532.14,34142.87,0.79
2016-11-09,19.45,19.52,19.27,19.02,42689.74,-0.18,-0.93,19.46,19.325,19.291,44402.35,37472.84,33197.94,0.84
2016-11-08,19.48,19.5,19.45,19.31,33183.48,0.1,0.52,19.516,19.326,19.303,41860.14,36814.36,33677.17,0.65
2016-11-07,19.75,19.94,19.35,19.25,56778.13,-0.28,-1.43,19.448,19.292,19.292,40967.89,35522.7,33798.79,1.12
2016-11-04,19.61,19.96,19.63,19.53,49875.97,0.03,0.15,19.408,19.286,19.288,35075.64,33295.25,32837.22,0.98
2016-11-03,19.52,19.84,19.6,19.5,39484.42,0.05,0.26,19.28,19.263,19.265,30544.02,31601.13,32647.11,0.78
2016-11-02,19.66,19.74,19.55,19.53,29978.7,-0.08,-0.41,19.19,19.242,19.218,30543.33,31720.81,32376.64,0.59
2016-10-28,19.11,19.32,19.11,19.05,28722.24,-0.04,-0.21,19.136,19.177,19.174,31768.59,31045.29,33006.93,0.57
