date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-31,36.98,37.1,36.88,36.61,22159.11,-0.06,-0.16,37.406,37.793,37.285,21476.12,28753.33,24478.71,0.49
2017-03-30,37.54,37.69,36.94,36.9,23246.55,-0.61,-1.62,37.76,37.791,37.239,23871.97,28621.2,23959.25,0.51
2017-03-29,37.61,37.87,37.55,37.45,16655.29,0.04,0.11,38.0,37.797,37.179,24851.32,28421.1,23565.08,0.37
2017-03-28,38.1,38.5,37.51,37.44,21978.08,-0.64,-1.68,38.218,37.698,37.115,31261.66,28225.75,23416.73,0.48
2017-03-27,38.66,38.66,38.15,37.96,23341.58,-0.5,-1.29,38.354,37.617,37.05,37903.99,27772.98,22828.24,0.51
2017-03-24,38.26,38.99,38.65,38.1,34138.33,0.51,1.34,38.18,37.509,36.943,36030.53,27617.67,22530.86,0.75
2017-03-23,38.62,38.62,38.14,37.76,28143.31,-0.5,-1.29,37.822,37.315,36.837,33370.43,26326.15,21638.08,0.62
2017-03-22,37.92,38.72,38.64,37.6,48707.01,0.45,1.18,37.594,37.217,36.762,31990.88,27055.89,21622.6,1.07
2017-03-21,37.18,38.65,38.19,37.18,55189.71,0.91,2.44,37.178,37.041,36.671,25189.83,23776.5,21525.92,1.22
2017-03-20,36.86,37.34,37.28,36.82,13974.28,0.42,1.14,36.88,36.873,36.571,17641.98,20414.13,20156.89,0.31
2017-03-17,37.0,37.34,36.86,36.84,20837.85,-0.14,-0.38,36.838,36.777,36.518,19204.8,20204.09,21394.7,0.46
2017-03-16,36.7,37.09,37.0,36.7,21245.53,0.44,1.2,36.808,36.687,36.448,19281.87,19297.29,21315.16,0.47
2017-03-15,36.67,36.89,36.56,36.46,14701.79,-0.14,-0.38,36.84,36.561,36.378,22120.91,18709.06,20939.07,0.32
2017-03-14,37.0,37.1,36.7,36.56,17450.45,-0.37,-1.0,36.904,36.531,36.333,22363.16,18607.72,20889.66,0.38
2017-03-13,36.75,37.09,37.07,36.4,21788.39,0.36,0.98,36.866,36.482,36.29,23186.28,17883.49,20854.11,0.48
2017-03-10,37.19,37.36,36.71,36.62,21223.19,-0.45,-1.21,36.716,36.376,36.249,21203.37,17444.05,20968.82,0.47
2017-03-09,36.8,39.3,37.16,36.72,35440.73,0.28,0.76,36.566,36.359,36.205,19312.71,16950.02,20363.88,0.78
2017-03-08,36.55,36.96,36.88,36.25,15913.05,0.37,1.01,36.282,36.307,36.142,15297.2,16189.31,19135.03,0.35
2017-03-07,36.36,36.88,36.51,36.23,21566.06,0.19,0.52,36.158,36.3,36.08,14852.27,19275.35,18691.44,0.48
2017-03-06,35.91,36.35,36.32,35.88,11873.82,0.36,1.0,36.098,36.268,36.024,12580.7,19899.66,17906.63,0.26
2017-03-03,35.73,36.05,35.96,35.68,11769.9,0.22,0.62,36.036,36.258,35.975,13684.73,22585.32,17590.43,0.26
2017-03-02,36.45,36.45,35.74,35.71,15363.18,-0.52,-1.43,36.152,36.208,35.933,14587.32,23333.03,17250.42,0.34
2017-03-01,36.16,36.45,36.26,36.08,13688.41,0.05,0.14,36.332,36.195,35.917,17081.42,23169.09,16482.36,0.3
2017-02-28,36.01,36.25,36.21,35.96,10208.18,0.2,0.56,36.442,36.134,35.875,23698.42,23171.59,16003.76,0.23
2017-02-27,36.54,36.6,36.01,35.8,17393.98,-0.53,-1.45,36.438,36.098,35.828,27218.61,23824.72,15748.93,0.38
2017-02-24,36.53,36.69,36.54,36.22,16282.85,-0.1,-0.27,36.48,36.122,35.785,31485.91,24493.59,15256.94,0.36
2017-02-23,36.76,37.15,36.64,36.4,27833.69,-0.17,-0.46,36.264,36.05,35.728,32078.73,23777.75,14797.72,0.61
2017-02-22,36.2,36.83,36.81,36.13,46773.38,0.62,1.71,36.058,35.976,35.661,29256.76,22080.75,13801.02,1.03
2017-02-21,36.3,36.3,36.19,35.91,27809.16,-0.03,-0.08,35.826,35.859,35.575,22644.77,18107.53,11768.98,0.61
