date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-30,1.26,1.26,1.26,1.26,3.0,0.0,0.0,1.26,1.264,1.273,363.8,705.27,707.27
2017-03-29,1.26,1.28,1.26,1.26,587.0,0.0,0.0,1.26,1.264,1.273,389.14,795.97,741.72
2017-03-28,1.26,1.26,1.26,1.26,221.0,0.0,0.0,1.262,1.267,1.274,535.74,839.97,736.67
2017-03-27,1.26,1.26,1.26,1.26,15.0,0.0,0.0,1.264,1.27,1.274,762.14,925.28,756.12
2017-03-24,1.26,1.26,1.26,1.26,993.0,0.0,0.0,1.266,1.28,1.274,1126.14,1021.48,786.82
2017-03-23,1.26,1.27,1.26,1.26,129.7,-0.01,-0.79,1.268,1.28,1.274,1046.74,1003.08,765.02
2017-03-22,1.27,1.29,1.27,1.27,1320.0,0.0,0.0,1.268,1.281,1.274,1202.8,1061.0,783.69
2017-03-21,1.27,1.31,1.27,1.27,1353.0,0.0,0.0,1.272,1.28,1.274,1144.2,1010.21,718.08
2017-03-20,1.26,1.36,1.27,1.26,1835.0,0.0,0.0,1.276,1.28,1.273,1088.41,876.0,650.43
2017-03-16,1.26,1.28,1.27,1.26,596.0,0.01,0.79,1.294,1.279,1.273,916.81,744.98,605.06
2017-03-15,1.26,1.27,1.26,1.26,910.0,-0.03,-2.33,1.292,1.281,1.274,959.41,709.28,575.31
2017-03-14,1.27,1.29,1.29,1.27,1027.0,0.0,0.0,1.294,1.282,1.275,919.21,687.48,530.26
2017-03-13,1.28,1.36,1.29,1.26,1074.05,-0.07,-5.15,1.288,1.28,1.275,876.21,633.38,479.01
2017-03-10,1.27,1.38,1.36,1.26,977.0,0.1,7.94,1.284,1.277,1.275,663.6,586.97,425.35
2017-03-09,1.31,1.31,1.26,1.26,809.0,-0.01,-0.79,1.264,1.268,1.271,573.14,552.17,429.5
2017-03-08,1.28,1.33,1.27,1.27,709.0,0.01,0.79,1.27,1.268,1.273,459.14,526.97,389.15
2017-03-07,1.28,1.33,1.26,1.26,812.0,-0.01,-0.79,1.27,1.267,1.274,455.74,506.37,356.25
2017-03-06,1.27,1.27,1.27,1.27,11.0,0.01,0.79,1.272,1.267,1.275,390.54,425.95,315.75
2017-03-03,1.26,1.27,1.26,1.26,524.7,-0.03,-2.33,1.27,1.266,1.277,510.34,424.86,320.2
2017-03-02,1.28,1.3,1.29,1.28,239.0,0.02,1.57,1.272,1.267,1.279,531.2,465.14,303.42
2017-03-01,1.28,1.34,1.27,1.26,692.0,0.0,0.0,1.266,1.266,1.279,594.8,441.34,300.62
2017-02-28,1.27,1.27,1.27,1.27,486.0,0.01,0.79,1.264,1.267,1.28,557.0,373.04,266.4
2017-02-27,1.27,1.37,1.26,1.26,610.0,-0.01,-0.79,1.262,1.269,1.281,461.37,324.64,244.85
2017-02-24,1.26,1.31,1.27,1.26,629.0,0.01,0.79,1.262,1.272,1.283,339.38,263.74,214.85
2017-02-23,1.26,1.38,1.26,1.26,557.0,0.0,0.0,1.262,1.274,1.284,399.07,306.84,190.4
2017-02-22,1.26,1.26,1.26,1.26,503.0,0.0,0.0,1.266,1.277,1.285,287.87,251.34,168.21
2017-02-06,1.26,1.26,1.26,1.26,7.83,0.0,0.0,1.27,1.28,1.286,189.07,206.14,144.06
2016-12-29,1.26,1.26,1.26,1.26,0.09,-0.01,-0.79,1.276,1.284,1.287,187.91,205.55,144.17
2016-12-12,1.27,1.27,1.27,1.27,927.44,-0.01,-0.78,1.282,1.287,1.288,188.09,215.54,147.46
2016-12-08,1.28,1.28,1.28,1.28,1.0,0.0,0.0,1.286,1.29,1.289,214.6,141.7,108.69
2016-11-30,1.28,1.28,1.28,1.28,9.0,-0.01,-0.78,1.288,1.292,1.288,214.8,159.9,113.64
2016-11-14,1.29,1.29,1.29,1.29,2.0,0.0,0.0,1.29,1.294,1.288,223.2,159.77,153.59
2016-11-09,1.29,1.29,1.29,1.29,1.0,0.0,0.0,1.292,1.294,1.288,223.2,165.07,158.49
2016-11-08,1.29,1.29,1.29,1.29,1060.0,0.0,0.0,1.292,1.294,1.286,243.0,165.97,160.19
2016-11-03,1.29,1.29,1.29,1.29,2.0,0.0,0.0,1.294,1.293,1.285,68.8,73.97,109.84
2016-11-02,1.29,1.29,1.29,1.29,51.0,0.0,0.0,1.297,1.293,1.283,105.0,85.08,110.19
2016-10-27,1.298,1.298,1.298,1.298,2.0,0.004,0.31,1.297,1.292,1.282,96.33,81.98,138.14
2016-10-26,1.294,1.294,1.294,1.294,100.0,-0.005,-0.39,1.296,1.291,1.28,106.93,82.78,167.32
2016-10-25,1.294,1.3,1.299,1.274,189.0,-0.004,-0.31,1.295,1.289,1.278,88.93,79.38,2221.21
2016-10-24,1.299,1.305,1.303,1.299,183.0,0.01,0.77,1.292,1.287,1.276,79.13,75.68,2212.76
2016-10-19,1.293,1.293,1.293,1.293,7.66,0.001,0.08,1.289,1.284,1.274,65.16,67.38,2228.61
2016-10-17,1.292,1.292,1.292,1.292,55.0,0.004,0.31,1.287,1.283,1.272,67.62,147.41,2650.26
2016-09-12,1.288,1.288,1.288,1.288,10.0,0.003,0.23,1.285,1.281,1.27,58.62,151.91,2662.51
