date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-31,10.07,10.09,9.9,9.69,83113.17,-0.14,-1.39,10.23,10.452,10.712,76245.59,80096.71,100870.53,2.06
2017-03-30,10.31,10.34,10.04,10.0,99749.25,-0.3,-2.9,10.36,10.538,10.753,74086.76,80252.02,99737.63,2.47
2017-03-29,10.46,10.5,10.34,10.33,59256.74,-0.16,-1.52,10.488,10.622,10.786,71186.71,84117.78,99287.33,1.47
2017-03-28,10.43,10.5,10.5,10.32,56498.28,0.13,1.25,10.586,10.674,10.816,78191.23,88827.41,101445.93,1.4
2017-03-27,10.59,10.64,10.37,10.31,82610.51,-0.18,-1.71,10.622,10.726,10.829,78996.08,95260.96,101507.82,2.05
2017-03-24,10.7,10.73,10.55,10.51,72319.0,-0.13,-1.22,10.674,10.812,10.848,83947.83,99162.27,100688.97,1.79
2017-03-23,10.83,10.87,10.68,10.51,85249.01,-0.15,-1.39,10.716,10.888,10.865,86417.27,117923.93,101006.7,2.11
2017-03-22,10.69,10.89,10.83,10.62,94279.36,0.15,1.4,10.756,10.93,10.872,97048.85,123536.81,101401.54,2.34
2017-03-21,10.62,10.69,10.68,10.55,60522.51,0.05,0.47,10.762,10.938,10.878,99463.58,127204.44,102347.1,1.5
2017-03-20,10.7,10.85,10.63,10.53,107369.26,-0.13,-1.21,10.83,10.955,10.891,111525.85,126573.27,103259.64,2.66
2017-03-17,10.88,10.91,10.76,10.76,84666.23,-0.12,-1.1,10.95,10.972,10.909,114376.71,121644.35,103668.06,2.1
2017-03-16,10.87,10.92,10.88,10.74,138406.89,0.02,0.18,11.06,10.967,10.915,149430.58,119223.25,110476.92,3.43
2017-03-15,11.03,11.09,10.86,10.85,106353.03,-0.16,-1.45,11.104,10.949,10.928,150024.76,114456.87,111927.75,2.64
2017-03-14,11.19,11.26,11.02,10.99,120833.84,-0.21,-1.87,11.114,10.957,10.937,154945.3,114064.46,116841.28,3.0
2017-03-13,11.35,11.37,11.23,11.08,121623.57,-0.08,-0.71,11.08,10.931,10.96,141620.69,107754.68,116455.49,3.02
2017-03-10,11.1,11.44,11.31,11.05,259935.55,0.21,1.89,10.994,10.883,10.977,128911.99,102215.68,120143.34,6.45
2017-03-09,10.88,11.1,11.1,10.85,141377.81,0.19,1.74,10.874,10.841,10.987,89015.92,84089.47,119039.95,3.51
2017-03-08,10.85,11.1,10.91,10.76,130955.72,0.06,0.55,10.794,10.813,11.009,78888.98,79266.28,130477.53,3.25
2017-03-07,10.83,10.85,10.85,10.72,54210.81,0.05,0.46,10.8,10.817,11.021,73183.62,77489.75,134649.65,1.34
2017-03-06,10.69,10.83,10.8,10.65,58080.08,0.09,0.84,10.782,10.826,11.038,73888.66,79946.01,142575.89,1.44
2017-03-03,10.68,10.84,10.71,10.63,60455.17,0.01,0.09,10.772,10.845,11.056,75519.36,85691.76,149451.78,1.5
2017-03-02,10.99,10.99,10.7,10.7,90743.13,-0.24,-2.19,10.808,10.863,11.065,79163.01,101730.6,153671.15,2.25
2017-03-01,10.76,10.98,10.94,10.71,102428.93,0.18,1.67,10.832,10.906,11.073,79643.58,109398.63,149137.04,2.54
2017-02-28,10.72,10.81,10.76,10.66,57735.99,0.01,0.09,10.834,10.916,11.069,81795.89,119618.1,155954.09,1.43
2017-02-27,10.88,10.88,10.75,10.73,66233.56,-0.14,-1.29,10.87,10.989,11.091,86003.37,125156.3,164250.78,1.64
2017-02-24,10.82,10.92,10.89,10.7,78673.45,0.07,0.65,10.918,11.071,11.121,95864.17,138071.01,179201.98,1.95
2017-02-23,10.95,11.05,10.82,10.72,93145.97,-0.13,-1.19,10.918,11.132,11.167,124298.19,153990.44,199855.29,2.31
2017-02-22,10.99,11.11,10.95,10.9,113190.46,0.01,0.09,10.98,11.205,11.211,139153.69,181688.79,224769.7,2.81
2017-02-21,10.96,10.97,10.94,10.84,78773.4,-0.05,-0.46,10.998,11.224,11.237,157440.31,191809.54,259464.52,1.95
2017-02-20,10.94,11.04,10.99,10.7,115537.56,0.1,0.92,11.108,11.249,11.304,164309.22,205205.77,292143.4,2.87
2017-02-17,10.95,11.08,10.89,10.63,220843.55,-0.24,-2.16,11.224,11.266,11.312,180277.85,213211.8,289187.53,5.48
2017-02-16,11.28,11.49,11.13,11.03,167423.47,0.09,0.81,11.346,11.266,11.274,183682.68,205611.7,284453.58,4.15
2017-02-15,11.44,11.5,11.04,10.98,204623.59,-0.45,-3.92,11.43,11.239,11.227,224223.88,188875.45,284246.46,5.08
2017-02-14,11.59,11.59,11.49,11.43,113117.94,-0.08,-0.69,11.45,11.222,11.2,226178.77,192290.07,283243.43,2.81
2017-02-13,11.33,11.66,11.57,11.33,195380.72,0.07,0.61,11.39,11.193,11.151,246102.31,203345.27,287824.99,4.85
2017-02-10,11.43,11.69,11.5,11.41,237867.7,-0.05,-0.43,11.308,11.171,11.099,246145.75,220332.94,290300.77,5.9
2017-02-09,11.17,11.92,11.55,11.13,370129.47,0.41,3.68,11.186,11.201,11.038,227540.72,245720.15,285968.14,9.18
2017-02-08,11.18,11.18,11.14,10.91,214398.02,-0.05,-0.45,11.048,11.216,10.971,153527.02,267850.62,274436.36,5.32
2017-02-07,11.07,11.33,11.19,11.04,212735.66,0.03,0.27,10.994,11.25,10.932,158401.38,327119.5,279368.6,5.28
2017-02-06,10.95,11.16,11.16,10.75,195597.92,0.27,2.48,10.996,11.358,10.878,160588.22,379081.04,278308.88,4.85
2017-02-03,11.09,11.2,10.89,10.83,144842.52,0.02,0.18,11.034,11.357,10.837,194520.13,365163.26,284603.81,3.59
2017-02-02,10.87,10.87,10.86,9.8,61.0,-0.01,-0.09,11.216,11.282,10.804,263899.58,363295.46,309161.75,0.0
2017-01-26,10.96,11.12,10.87,10.81,238769.78,-0.33,-2.95,11.384,11.214,10.765,382174.21,379617.47,316868.07,5.92
2017-01-25,11.25,11.48,11.2,11.18,223669.86,-0.15,-1.32,11.506,11.177,10.68,495837.63,374196.79,310005.97,5.55
2017-01-24,11.7,11.85,11.35,11.31,365257.47,-0.45,-3.81,11.72,11.108,10.573,597573.87,372304.72,303256.45,9.06
