date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,6.47,6.6,6.6,6.45,895.0,0.14,2.17,6.56,6.561,6.551,1732.31,1461.4,1333.32
2017-03-30,6.53,6.54,6.46,6.45,1490.21,-0.1,-1.52,6.558,6.555,6.547,1869.13,1521.3,1304.57
2017-03-29,6.58,6.6,6.56,6.53,468.0,-0.02,-0.3,6.578,6.568,6.549,1855.48,1499.98,1263.51
2017-03-28,6.58,6.59,6.58,6.56,930.0,-0.02,-0.3,6.576,6.566,6.548,1897.68,1500.77,1320.76
2017-03-27,6.6,6.6,6.6,6.57,4878.35,0.01,0.15,6.572,6.562,6.545,1838.28,1517.77,1286.71
2017-03-24,6.56,6.6,6.59,6.55,1579.07,0.03,0.46,6.562,6.557,6.54,1190.49,1115.26,1070.84
2017-03-23,6.57,6.58,6.56,6.5,1422.0,0.01,0.15,6.552,6.547,6.536,1173.48,1141.65,1120.29
2017-03-22,6.53,6.57,6.55,6.51,679.0,-0.01,-0.15,6.558,6.54,6.533,1144.48,1067.85,1222.73
2017-03-21,6.58,6.58,6.56,6.53,633.0,0.01,0.15,6.556,6.539,6.531,1103.86,1070.4,1246.02
2017-03-20,6.54,6.55,6.55,6.51,1639.39,0.01,0.15,6.552,6.54,6.526,1197.26,1123.13,1286.22
2017-03-17,6.59,6.61,6.54,6.53,1494.0,-0.05,-0.76,6.552,6.541,6.519,1040.03,1205.24,1245.55
2017-03-16,6.57,6.59,6.59,6.57,1277.0,0.05,0.77,6.542,6.538,6.51,1109.83,1087.84,1192.3
2017-03-15,6.53,6.54,6.54,6.53,475.9,0.0,0.0,6.522,6.529,6.5,991.23,1027.04,1165.18
2017-03-14,6.56,6.57,6.54,6.54,1100.0,-0.01,-0.15,6.522,6.529,6.491,1036.94,1140.75,1161.34
2017-03-13,6.48,6.55,6.55,6.46,853.23,0.06,0.92,6.528,6.527,6.484,1049.0,1055.65,1130.72
2017-03-10,6.5,6.52,6.49,6.49,1843.0,0.0,0.0,6.53,6.522,6.476,1370.45,1026.42,1134.85
2017-03-09,6.51,6.51,6.49,6.48,684.0,-0.05,-0.77,6.534,6.525,6.471,1065.85,1098.92,1057.02
2017-03-08,6.57,6.58,6.54,6.53,704.49,-0.03,-0.46,6.536,6.526,6.464,1062.85,1377.61,1035.42
2017-03-07,6.56,6.57,6.57,6.55,1160.26,0.01,0.15,6.536,6.522,6.453,1244.55,1421.64,1014.05
2017-03-06,6.51,6.56,6.56,6.51,2460.48,0.05,0.77,6.526,6.512,6.439,1062.3,1449.31,979.73
2017-03-03,6.46,6.52,6.51,6.46,320.0,0.01,0.15,6.514,6.497,6.425,682.4,1285.87,868.46
2017-03-02,6.53,6.53,6.5,6.49,669.0,-0.04,-0.61,6.516,6.481,6.412,1132.0,1296.77,864.81
2017-03-01,6.5,6.55,6.54,6.5,1613.0,0.02,0.31,6.516,6.47,6.4,1692.37,1303.33,841.86
2017-02-28,6.25,6.54,6.52,6.25,249.0,0.02,0.31,6.508,6.452,6.384,1598.73,1181.93,771.26
2017-02-27,6.52,6.52,6.5,6.48,561.0,-0.02,-0.31,6.498,6.44,6.368,1836.33,1205.8,769.06
2017-02-24,6.55,6.55,6.52,6.49,2568.0,0.02,0.31,6.48,6.43,6.353,1889.33,1243.28,762.96
2017-02-23,6.5,6.5,6.5,6.47,3470.86,0.0,0.0,6.446,6.416,6.335,1461.53,1015.12,657.16
2017-02-22,6.46,6.5,6.5,6.46,1144.79,0.03,0.46,6.424,6.402,6.313,914.28,693.23,486.77
2017-02-21,6.46,6.47,6.47,6.44,1437.01,0.06,0.94,6.396,6.384,6.294,765.12,606.45,437.83
2017-02-20,6.37,6.41,6.41,6.37,826.0,0.06,0.94,6.382,6.365,6.275,575.26,510.15,405.93
2017-02-17,6.4,6.4,6.35,6.35,429.0,-0.04,-0.63,6.38,6.352,6.258,597.22,451.05,409.48
2017-02-16,6.34,6.4,6.39,6.34,734.59,0.03,0.47,6.386,6.342,6.251,568.7,432.85,417.58
2017-02-15,6.39,6.42,6.36,6.33,399.0,-0.04,-0.62,6.38,6.329,6.246,472.18,380.39,396.7
2017-02-14,6.4,6.42,6.4,6.38,487.73,0.0,0.0,6.372,6.315,6.248,447.78,360.59,401.05
2017-02-13,6.38,6.4,6.4,6.38,935.77,0.02,0.31,6.348,6.296,6.249,445.04,332.32,408.56
2017-02-10,6.36,6.38,6.38,6.36,286.41,0.02,0.31,6.324,6.276,6.25,304.88,282.64,384.05
2017-02-09,6.34,6.36,6.36,6.34,252.0,0.04,0.63,6.298,6.253,6.251,297.0,299.2,396.13
2017-02-08,6.28,6.32,6.32,6.26,277.0,0.04,0.64,6.278,6.224,6.254,288.6,280.3,405.58
2017-02-07,6.28,6.29,6.28,6.27,474.0,0.0,0.0,6.258,6.203,6.258,273.4,269.2,442.0
2017-02-06,6.24,6.29,6.28,6.24,235.0,0.03,0.48,6.244,6.185,6.261,219.6,301.7,422.35
2017-02-03,6.25,6.26,6.25,6.24,247.0,-0.01,-0.16,6.228,6.163,6.261,260.4,367.9,416.25
2017-01-26,6.24,6.27,6.26,6.23,210.0,0.04,0.64,6.208,6.159,6.263,301.4,402.3,406.65
2017-01-25,6.21,6.22,6.22,6.2,201.0,0.01,0.16,6.17,6.163,6.264,272.0,413.0,399.65
2017-01-24,6.2,6.21,6.21,6.18,205.0,0.01,0.16,6.148,6.18,6.269,265.0,441.5,412.35
2017-01-23,6.17,6.23,6.2,6.17,439.0,0.05,0.81,6.126,6.201,6.274,383.8,484.8,439.93
2017-01-20,6.07,6.16,6.15,6.07,452.0,0.08,1.32,6.098,6.223,6.279,475.4,485.45,433.28
