date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,3.93,4.17,4.17,3.93,92.0,-0.07,-1.65,4.176,4.167,4.177,40.8,40.31,677.91
2017-03-28,4.3,4.3,4.24,4.08,7.0,0.04,0.95,4.158,4.18,4.17,25.0,44.11,676.61
2017-03-24,4.08,4.2,4.2,4.08,40.0,0.0,0.0,4.13,4.209,4.16,31.0,45.91,692.16
2017-03-23,4.07,4.28,4.2,4.0,7.0,0.13,3.19,4.112,4.233,4.149,37.81,54.61,697.66
2017-03-22,4.07,4.07,4.07,4.01,58.0,-0.01,-0.24,4.132,4.233,4.137,48.81,55.22,702.46
2017-03-21,4.07,4.08,4.08,4.07,13.0,-0.02,-0.49,4.158,4.247,4.132,39.81,160.74,702.41
2017-03-20,4.02,4.18,4.1,4.02,37.0,-0.01,-0.24,4.202,4.242,4.127,63.21,555.93,719.86
2017-03-17,4.08,4.35,4.11,4.08,74.06,-0.19,-4.42,4.288,4.233,4.121,60.81,939.33,883.81
2017-03-16,4.27,4.3,4.3,4.26,62.0,0.1,2.38,4.354,4.223,4.113,71.4,932.02,881.9
2017-03-15,4.1,4.2,4.2,4.1,13.0,-0.1,-2.33,4.334,4.196,4.098,61.63,926.42,879.6
2017-03-14,4.2,4.52,4.3,4.2,130.0,-0.23,-5.08,4.336,4.186,4.086,281.67,1315.52,881.32
2017-03-13,4.01,4.54,4.53,4.01,25.0,0.09,2.03,4.282,4.159,4.068,1048.66,1309.12,875.07
2017-03-09,4.57,4.57,4.44,4.34,127.0,0.24,5.71,4.178,4.111,4.041,1817.84,1338.41,874.07
2017-03-08,4.03,4.21,4.2,4.03,13.14,-0.01,-0.24,4.092,4.065,4.02,1792.64,1340.71,867.77
2017-03-07,4.03,4.43,4.21,4.03,1113.2,0.18,4.47,4.058,4.041,4.008,1791.22,1349.69,870.78
2017-03-06,4.03,4.16,4.03,4.03,3964.94,0.02,0.5,4.036,4.017,3.998,2349.36,1244.07,815.22
2017-03-03,4.03,4.03,4.01,4.01,3870.94,0.0,0.0,4.036,4.012,3.991,1569.58,883.78,617.42
2017-03-02,4.01,4.01,4.01,4.01,1.0,-0.02,-0.5,4.044,4.009,3.987,858.97,828.28,434.37
2017-02-24,4.04,4.04,4.03,4.03,6.0,-0.07,-1.71,4.038,4.002,3.984,888.77,831.78,444.97
2017-02-23,4.03,4.16,4.1,4.03,3903.94,0.07,1.74,4.024,3.999,3.988,908.17,832.78,446.17
2017-02-22,4.01,4.03,4.03,4.01,66.0,-0.02,-0.49,3.998,3.985,3.985,138.78,447.12,261.53
2017-02-21,3.97,4.05,4.05,3.93,317.9,0.07,1.76,3.988,3.977,3.975,197.98,441.02,263.58
2017-02-20,3.94,3.98,3.98,3.94,150.0,0.02,0.51,3.974,3.97,3.964,797.6,409.73,274.33
2017-02-17,3.96,3.96,3.96,3.96,103.0,-0.01,-0.25,3.966,3.975,3.956,774.8,394.83,275.13
2017-02-16,3.95,3.97,3.97,3.95,57.0,-0.01,-0.25,3.974,3.975,3.958,757.4,391.86,270.28
2017-02-15,3.96,3.98,3.98,3.94,362.0,0.0,0.0,3.972,3.978,3.962,755.46,386.36,272.48
2017-02-14,3.94,4.05,3.98,3.9,3316.0,0.04,1.01,3.966,3.97,3.964,684.06,351.06,254.48
2017-02-13,3.95,3.95,3.94,3.94,36.0,-0.06,-1.5,3.966,3.965,3.969,21.86,40.46,90.68
