date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,1.04,1.04,1.03,1.03,7668.0,-0.01,-0.96,1.04,1.037,1.035,5982.32,7102.38,7897.81
2017-03-30,1.04,1.04,1.04,1.03,4603.0,-0.01,-0.95,1.042,1.038,1.036,6559.97,7341.74,7694.55
2017-03-29,1.04,1.05,1.05,1.04,7680.38,0.01,0.96,1.04,1.037,1.036,6354.37,8294.97,7721.75
2017-03-28,1.04,1.04,1.04,1.04,4905.2,0.0,0.0,1.036,1.035,1.036,6777.77,7990.33,7413.47
2017-03-27,1.04,1.04,1.04,1.03,5055.0,0.0,0.0,1.036,1.034,1.037,7536.04,8645.06,7306.36
2017-03-24,1.03,1.04,1.04,1.03,10556.25,0.01,0.97,1.034,1.033,1.037,8222.44,9336.95,7224.46
2017-03-23,1.03,1.03,1.03,1.03,3575.0,0.0,0.0,1.034,1.032,1.038,8123.52,8707.91,6985.59
2017-03-22,1.03,1.03,1.03,1.03,9797.41,-0.01,-0.96,1.034,1.032,1.039,10235.57,8912.91,7216.44
2017-03-21,1.03,1.04,1.04,1.02,8696.56,0.01,0.97,1.034,1.032,1.04,9202.88,9031.61,6826.47
2017-03-20,1.03,1.04,1.03,1.03,8487.0,-0.01,-0.96,1.032,1.032,1.04,9754.09,8732.85,6799.59
2017-03-17,1.03,1.04,1.04,1.03,10061.61,0.01,0.97,1.032,1.033,1.041,10451.45,8693.25,6610.37
2017-03-16,1.03,1.04,1.03,1.03,14135.25,0.0,0.0,1.03,1.033,1.042,9292.31,8047.36,6311.31
2017-03-15,1.03,1.03,1.03,1.03,4634.0,0.0,0.0,1.03,1.035,1.042,7590.26,7148.53,5936.31
2017-03-14,1.03,1.03,1.03,1.03,11452.57,0.0,0.0,1.03,1.037,1.043,8860.33,6836.61,5960.83
2017-03-13,1.03,1.03,1.03,1.03,11973.81,0.0,0.0,1.032,1.039,1.044,7711.61,5967.65,5622.68
2017-03-10,1.03,1.03,1.03,1.03,4265.9,0.0,0.0,1.034,1.041,1.045,6935.05,5111.97,5266.74
2017-03-09,1.03,1.03,1.03,1.03,5625.0,0.0,0.0,1.036,1.043,1.046,6802.41,5263.26,5631.14
2017-03-08,1.03,1.03,1.03,1.03,10984.35,-0.01,-0.96,1.04,1.045,1.047,6706.81,5519.96,6027.92
2017-03-07,1.04,1.04,1.04,1.03,5709.0,0.0,0.0,1.044,1.047,1.048,4812.89,4621.33,5765.89
2017-03-06,1.04,1.04,1.04,1.04,8091.0,0.0,0.0,1.046,1.048,1.048,4223.69,4866.33,6037.49
2017-03-03,1.04,1.04,1.04,1.04,3602.69,-0.01,-0.95,1.048,1.049,1.048,3288.89,4527.48,5977.69
2017-03-02,1.05,1.05,1.05,1.04,5147.0,0.0,0.0,1.05,1.05,1.049,3724.12,4575.26,6156.25
2017-03-01,1.05,1.05,1.05,1.05,1514.76,0.0,0.0,1.05,1.049,1.05,4333.12,4724.09,6147.15
2017-02-28,1.05,1.05,1.05,1.05,2763.0,0.0,0.0,1.05,1.049,1.05,4429.77,5085.05,6801.81
2017-02-27,1.05,1.05,1.05,1.05,3417.0,0.0,0.0,1.05,1.049,1.052,5508.97,5277.7,6901.92
2017-02-24,1.05,1.05,1.05,1.05,5778.83,0.0,0.0,1.05,1.049,1.053,5766.08,5421.5,7263.27
2017-02-23,1.05,1.05,1.05,1.05,8192.0,0.0,0.0,1.05,1.049,1.054,5426.41,5999.02,7302.28
2017-02-22,1.05,1.05,1.05,1.05,1998.0,0.0,0.0,1.048,1.049,1.054,5115.05,6535.88,7475.57
2017-02-21,1.05,1.05,1.05,1.05,8159.0,0.0,0.0,1.048,1.048,1.056,5740.33,6910.46,8094.01
