date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,3.7,3.72,3.72,3.7,86141.63,0.02,0.54,3.724,3.72,3.716,90455.52,97939.07,98129.11
2017-03-30,3.73,3.73,3.7,3.69,113092.86,-0.03,-0.8,3.73,3.718,3.714,90161.81,108373.46,95968.48
2017-03-29,3.74,3.75,3.73,3.72,112006.25,0.0,0.0,3.732,3.722,3.714,91977.28,111491.9,95500.66
2017-03-28,3.74,3.75,3.73,3.73,57482.14,-0.01,-0.27,3.726,3.721,3.713,82842.66,106811.12,95783.53
2017-03-27,3.75,3.77,3.74,3.74,83554.72,-0.01,-0.27,3.724,3.72,3.712,100903.23,109205.81,95200.56
2017-03-24,3.71,3.76,3.75,3.71,84673.1,0.04,1.08,3.716,3.719,3.71,105422.62,112532.95,96395.25
2017-03-23,3.7,3.73,3.71,3.69,122170.17,0.01,0.27,3.706,3.714,3.709,126585.11,113496.34,95804.72
2017-03-22,3.71,3.72,3.7,3.69,66333.18,-0.02,-0.54,3.712,3.712,3.71,131006.52,108984.15,95069.86
2017-03-21,3.7,3.72,3.72,3.69,147784.98,0.02,0.54,3.716,3.713,3.712,130779.58,113042.32,96516.41
2017-03-20,3.7,3.71,3.7,3.68,106151.68,0.0,0.0,3.716,3.712,3.713,117508.38,101253.06,94125.93
2017-03-17,3.74,3.75,3.7,3.7,190485.56,-0.04,-1.07,3.722,3.712,3.715,119643.27,98319.16,96199.1
2017-03-16,3.73,3.76,3.74,3.73,144277.19,0.02,0.54,3.722,3.71,3.714,100407.56,83563.5,90394.86
2017-03-15,3.72,3.73,3.72,3.7,65198.48,0.0,0.0,3.712,3.705,3.711,86961.79,79509.42,85024.68
2017-03-14,3.73,3.73,3.72,3.71,81429.0,-0.01,-0.27,3.71,3.704,3.709,95305.06,84755.93,84729.42
2017-03-13,3.7,3.73,3.73,3.67,116826.13,0.03,0.81,3.708,3.703,3.708,84997.73,81195.32,83317.61
2017-03-10,3.69,3.7,3.7,3.67,94307.0,0.01,0.27,3.702,3.7,3.706,76995.04,80257.56,81373.18
2017-03-09,3.71,3.72,3.69,3.67,77048.33,-0.02,-0.54,3.698,3.703,3.704,66719.44,78113.11,79394.71
2017-03-08,3.71,3.72,3.71,3.7,106914.84,0.0,0.0,3.698,3.707,3.702,72057.05,81155.56,77912.2
2017-03-07,3.7,3.71,3.71,3.7,29892.35,0.01,0.27,3.698,3.711,3.699,74206.8,79990.51,74808.43
2017-03-06,3.68,3.71,3.7,3.68,76812.7,0.02,0.54,3.698,3.714,3.694,77392.91,86998.8,75059.35
2017-03-03,3.69,3.69,3.68,3.67,42929.0,-0.01,-0.27,3.698,3.717,3.69,83520.08,94079.04,72836.68
2017-03-02,3.71,3.74,3.69,3.69,103736.35,-0.02,-0.54,3.708,3.717,3.687,89506.77,97226.22,75472.1
2017-03-01,3.71,3.73,3.71,3.7,117663.61,0.0,0.0,3.716,3.717,3.703,90254.08,90539.95,70310.73
2017-02-28,3.7,3.72,3.71,3.7,45822.91,0.01,0.27,3.724,3.714,3.699,85774.22,84702.91,68732.88
2017-02-27,3.73,3.73,3.7,3.7,107448.53,-0.03,-0.8,3.73,3.712,3.695,96604.68,85439.91,70778.65
2017-02-24,3.73,3.73,3.73,3.72,72862.45,0.0,0.0,3.736,3.711,3.691,104638.01,82488.81,67861.77
