date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,4.56,4.74,4.69,4.56,211.88,0.08,1.74,4.646,4.667,4.678,72.69,71.93,66.82
2017-03-30,4.62,4.62,4.61,4.61,4.0,-0.05,-1.07,4.652,4.671,4.678,66.49,53.95,56.72
2017-03-29,4.66,4.67,4.66,4.62,65.07,0.01,0.21,4.664,4.679,4.68,72.49,68.25,62.22
2017-03-28,4.67,4.67,4.65,4.6,68.43,0.03,0.65,4.666,4.681,4.679,61.28,71.44,59.12
2017-03-27,4.65,4.68,4.62,4.62,14.07,-0.1,-2.12,4.676,4.682,4.678,71.99,75.6,56.25
2017-03-24,4.72,4.72,4.72,4.64,180.88,0.05,1.07,4.688,4.693,4.679,71.18,75.59,62.99
2017-03-23,4.67,4.72,4.67,4.66,34.0,0.0,0.0,4.69,4.695,4.676,41.4,59.4,182.85
2017-03-22,4.65,4.68,4.67,4.65,9.0,-0.03,-0.64,4.694,4.696,4.672,64.0,57.5,186.2
2017-03-21,4.66,4.72,4.7,4.65,122.0,0.02,0.43,4.696,4.697,4.668,81.6,56.7,185.85
2017-03-20,4.65,4.69,4.68,4.62,10.0,-0.05,-1.06,4.688,4.69,4.666,79.2,48.2,179.95
2017-03-17,4.68,4.74,4.73,4.65,32.0,0.04,0.85,4.698,4.689,4.665,80.0,61.7,192.66
2017-03-16,4.66,4.7,4.69,4.62,147.0,0.01,0.21,4.7,4.684,4.659,77.4,59.5,195.52
2017-03-14,4.62,4.68,4.68,4.62,97.0,0.02,0.43,4.698,4.681,4.649,51.0,56.2,188.37
2017-03-13,4.76,4.76,4.66,4.66,110.0,-0.07,-1.48,4.698,4.677,4.641,31.8,46.8,186.52
2017-03-10,4.66,4.73,4.73,4.62,14.0,-0.01,-0.21,4.692,4.674,4.641,17.2,36.9,181.27
2017-03-07,4.69,4.74,4.74,4.66,19.0,0.06,1.28,4.68,4.665,4.639,43.4,50.4,181.12
2017-03-06,4.68,4.68,4.68,4.68,15.0,0.0,0.0,4.668,4.656,4.638,41.6,306.3,180.77
2017-03-03,4.68,4.68,4.68,4.68,1.0,0.05,1.08,4.664,4.648,4.641,61.4,314.9,181.67
2017-03-02,4.63,4.63,4.63,4.63,37.0,-0.04,-0.86,4.656,4.639,4.647,61.8,315.0,181.72
2017-03-01,4.63,4.67,4.67,4.63,145.0,-0.01,-0.21,4.656,4.642,4.66,56.6,311.7,184.28
2017-02-28,4.68,4.68,4.68,4.59,10.0,0.02,0.43,4.65,4.641,4.651,57.4,323.62,179.73
2017-02-27,4.66,4.66,4.66,4.59,114.0,0.02,0.43,4.644,4.634,4.64,571.0,331.54,182.78
2017-02-24,4.63,4.64,4.64,4.63,3.0,0.01,0.22,4.632,4.616,4.628,568.4,320.55,177.73
2017-02-23,4.63,4.63,4.63,4.58,11.0,-0.01,-0.22,4.622,4.604,4.617,568.2,326.25,177.93
2017-02-22,4.65,4.65,4.64,4.58,149.0,-0.01,-0.21,4.628,4.607,4.609,566.8,325.65,177.53
2017-02-21,4.64,4.65,4.65,4.54,2578.0,0.05,1.09,4.632,4.612,4.596,589.83,311.85,176.33
2017-02-20,4.54,4.6,4.6,4.54,101.0,0.01,0.22,4.624,4.619,4.593,92.08,55.25,53.53
2017-02-17,4.59,4.59,4.59,4.59,2.0,-0.07,-1.5,4.6,4.634,4.594,72.69,48.45,48.68
2017-02-16,4.52,4.66,4.66,4.52,4.0,0.0,0.0,4.586,4.655,4.595,84.29,48.45,52.73
2017-02-15,4.6,4.66,4.66,4.54,264.16,0.05,1.08,4.586,4.678,4.597,84.49,56.86,53.83
2017-02-14,4.63,4.63,4.61,4.5,89.23,0.13,2.9,4.592,4.661,4.602,33.86,35.85,44.78
2017-02-13,4.64,4.64,4.48,4.48,4.07,-0.04,-0.89,4.614,4.645,4.61,18.41,34.02,40.66
2017-02-10,4.56,4.64,4.52,4.52,60.0,-0.14,-3.0,4.668,4.64,4.625,24.2,34.91,53.28
2017-02-09,4.56,4.67,4.66,4.56,5.0,-0.03,-0.64,4.724,4.63,4.632,12.6,29.61,51.53
2017-02-08,4.56,4.71,4.69,4.46,11.0,-0.03,-0.64,4.77,4.611,4.632,29.23,29.41,52.97
2017-02-07,4.42,4.75,4.72,4.42,12.0,-0.03,-0.63,4.73,4.579,4.627,37.83,40.81,55.12
2017-02-06,4.56,4.75,4.75,4.55,33.0,-0.05,-1.04,4.676,4.566,4.623,49.63,51.81,54.62
2017-01-26,4.8,4.8,4.8,4.8,2.0,-0.09,-1.84,4.612,4.553,4.618,45.63,48.92,53.76
2017-01-25,4.45,4.93,4.89,4.45,88.15,0.4,8.91,4.536,4.535,4.612,46.63,57.02,53.76
2017-01-23,4.49,4.49,4.49,4.48,54.0,0.04,0.9,4.452,4.515,4.602,29.6,50.81,49.35
2017-01-20,4.43,4.46,4.45,4.43,70.99,0.02,0.45,4.428,4.542,4.61,43.8,53.72,47.85
2017-01-19,4.41,4.43,4.43,4.41,13.0,0.01,0.23,4.456,4.575,4.624,54.0,47.3,44.66
2017-01-18,4.39,4.42,4.42,4.39,7.0,-0.05,-1.12,4.494,4.61,4.642,52.21,71.65,44.41
2017-01-17,4.47,4.47,4.47,4.47,3.0,0.1,2.29,4.534,4.633,4.659,67.41,73.45,47.82
2017-01-16,4.53,4.53,4.37,4.36,125.0,-0.22,-4.79,4.578,4.653,4.664,72.01,76.53,48.12
2017-01-13,4.57,4.59,4.59,4.42,122.0,-0.03,-0.65,4.656,4.674,4.676,63.65,69.43,42.92
2017-01-12,4.58,4.62,4.62,4.58,4.07,0.0,0.0,4.694,4.679,4.68,40.6,57.43,40.12
2017-01-11,4.6,4.68,4.62,4.58,83.0,-0.07,-1.49,4.726,4.683,4.692,91.09,58.59,42.22
2017-01-10,4.7,4.7,4.69,4.57,26.0,-0.07,-1.47,4.732,4.689,4.705,79.49,50.49,46.76
2017-01-09,4.7,4.77,4.76,4.54,83.16,-0.02,-0.42,4.728,4.689,4.715,81.04,47.9,47.27
2017-01-06,4.63,4.78,4.78,4.63,6.76,0.0,0.0,4.692,4.678,4.721,75.21,41.99,44.46
2017-01-04,4.6,4.78,4.78,4.56,256.51,0.13,2.8,4.664,4.673,4.729,74.25,42.02,44.67
2016-12-30,4.55,4.65,4.65,4.55,25.0,-0.02,-0.43,4.64,4.674,4.74,26.1,17.17,32.45
2016-12-29,4.54,4.68,4.67,4.53,33.76,0.09,1.97,4.646,4.685,4.759,21.5,22.19,31.65
2016-12-28,4.6,4.63,4.58,4.58,54.0,-0.06,-1.29,4.65,4.675,4.777,14.77,19.71,31.91
2016-12-27,4.59,4.64,4.64,4.59,2.0,-0.02,-0.43,4.664,4.678,4.799,8.77,16.41,36.33
2016-12-26,4.55,4.66,4.66,4.55,15.75,-0.02,-0.43,4.682,4.681,4.816,9.78,22.81,38.08
2016-12-23,4.58,4.68,4.68,4.58,2.0,-0.01,-0.21,4.708,4.7,4.833,8.23,25.84,38.07
2016-12-22,4.69,4.69,4.69,4.69,0.09,0.04,0.86,4.724,4.72,4.848,22.88,43.02,38.57
