date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-31,1.42,1.44,1.42,1.42,1792.68,0.0,0.0,1.426,1.445,1.463,2323.99,2643.72,2172.76,0.17
2017-03-30,1.41,1.45,1.42,1.41,2824.18,0.0,0.0,1.432,1.452,1.467,2518.86,2600.65,2295.73,0.26
2017-03-29,1.42,1.44,1.42,1.42,2071.0,0.0,0.0,1.436,1.459,1.471,3440.56,2473.23,2242.07,0.19
2017-03-28,1.45,1.45,1.42,1.42,2537.0,-0.03,-2.07,1.446,1.465,1.475,3303.96,2338.73,2462.06,0.24
2017-03-27,1.46,1.46,1.45,1.45,2395.11,0.0,0.0,1.458,1.472,1.478,3228.06,2234.13,2500.95,0.22
2017-03-24,1.43,1.46,1.45,1.43,2767.0,0.01,0.69,1.464,1.474,1.479,2963.44,2139.32,2496.58,0.26
2017-03-23,1.46,1.47,1.44,1.4,7432.7,-0.03,-2.04,1.472,1.476,1.48,2682.44,1980.22,2487.5,0.69
2017-03-22,1.47,1.49,1.47,1.45,1388.0,-0.01,-0.68,1.482,1.478,1.481,1505.9,1429.95,2658.25,0.13
2017-03-21,1.48,1.5,1.48,1.47,2157.49,0.0,0.0,1.484,1.478,1.479,1373.5,1612.56,2676.85,0.2
2017-03-20,1.5,1.5,1.48,1.47,1072.0,-0.01,-0.67,1.486,1.479,1.476,1240.2,1580.71,2707.16,0.1
2017-03-17,1.5,1.5,1.49,1.49,1362.01,0.0,0.0,1.484,1.481,1.474,1315.2,1701.81,2722.16,0.13
2017-03-16,1.5,1.5,1.49,1.48,1550.0,0.01,0.68,1.48,1.482,1.471,1278.0,1990.81,2795.16,0.14
2017-03-15,1.49,1.49,1.48,1.48,726.0,-0.01,-0.67,1.474,1.482,1.469,1354.0,2010.91,2830.32,0.07
2017-03-14,1.47,1.5,1.49,1.47,1491.0,0.02,1.36,1.472,1.484,1.467,1851.61,2585.38,2983.37,0.14
2017-03-13,1.47,1.48,1.47,1.45,1447.0,0.0,0.0,1.472,1.483,1.464,1921.21,2767.77,3051.37,0.14
2017-03-10,1.48,1.49,1.47,1.47,1176.0,0.01,0.69,1.478,1.483,1.461,2088.41,2853.84,3051.97,0.11
2017-03-09,1.47,1.47,1.46,1.46,1930.0,-0.01,-0.68,1.484,1.483,1.458,2703.61,2994.77,3123.78,0.18
2017-03-08,1.49,1.49,1.47,1.47,3214.07,-0.02,-1.34,1.49,1.484,1.455,2667.81,3886.55,3094.13,0.3
2017-03-07,1.51,1.51,1.49,1.49,1839.0,-0.01,-0.67,1.496,1.479,1.452,3319.15,3741.14,3037.41,0.17
2017-03-06,1.49,1.52,1.5,1.49,2283.0,0.0,0.0,1.494,1.473,1.447,3614.33,3833.61,3107.79,0.21
2017-03-03,1.49,1.51,1.5,1.49,4251.99,0.01,0.67,1.488,1.467,1.441,3619.27,3742.51,3283.6,0.4
2017-03-02,1.5,1.5,1.49,1.49,1750.99,-0.01,-0.67,1.482,1.459,1.433,3285.93,3599.51,3135.51,0.16
2017-03-01,1.48,1.51,1.5,1.48,6470.76,0.02,1.35,1.478,1.455,1.427,5105.29,3649.73,3116.39,0.6
2017-02-28,1.46,1.49,1.48,1.46,3314.9,0.01,0.68,1.462,1.449,1.42,4163.14,3381.35,2832.86,0.31
2017-02-27,1.47,1.47,1.47,1.46,2307.69,0.0,0.0,1.452,1.444,1.413,4052.89,3334.96,2689.06,0.22
2017-02-24,1.47,1.47,1.47,1.45,2585.3,0.0,0.0,1.446,1.438,1.407,3865.75,3250.1,2628.22,0.24
2017-02-23,1.42,1.51,1.47,1.42,10847.8,0.05,3.52,1.436,1.432,1.401,3913.09,3252.78,2547.14,1.01
