date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,0.98,0.98,0.98,0.98,130186.01,0.0,0.0,0.986,0.984,0.982,156004.65,199765.84,168851.76
2017-03-30,0.99,0.99,0.98,0.98,200610.0,-0.01,-1.01,0.988,0.984,0.982,161275.25,203715.8,166356.77
2017-03-29,0.99,0.99,0.99,0.99,95520.97,0.0,0.0,0.988,0.984,0.982,177874.75,196651.06,160428.12
2017-03-28,0.99,0.99,0.99,0.99,130642.04,0.0,0.0,0.986,0.983,0.982,198143.16,193789.16,162295.32
2017-03-27,0.99,0.99,0.99,0.99,223064.23,0.0,0.0,0.984,0.982,0.981,207164.35,188757.96,159527.92
2017-03-24,0.98,0.99,0.99,0.98,156539.0,0.01,1.02,0.982,0.981,0.981,243527.03,215165.69,156084.34
2017-03-23,0.98,0.99,0.98,0.98,283607.53,0.0,0.0,0.98,0.98,0.98,246156.35,203310.49,157281.94
2017-03-22,0.98,0.98,0.98,0.98,196863.0,0.0,0.0,0.98,0.98,0.98,215427.36,186679.93,147480.66
2017-03-21,0.98,0.98,0.98,0.98,175748.0,0.0,0.0,0.98,0.98,0.98,189435.16,171261.33,143115.22
2017-03-20,0.98,0.98,0.98,0.98,404877.62,0.0,0.0,0.98,0.98,0.98,170351.56,164055.0,140305.22
2017-03-17,0.98,0.98,0.98,0.98,169685.59,0.0,0.0,0.98,0.98,0.98,186804.36,137937.67,125716.88
2017-03-16,0.98,0.98,0.98,0.98,129962.6,0.0,0.0,0.98,0.98,0.98,160464.64,128997.74,120788.6
2017-03-15,0.98,0.98,0.98,0.98,66902.0,0.0,0.0,0.98,0.98,0.98,157932.5,124205.17,118360.13
2017-03-14,0.98,0.98,0.98,0.98,80330.01,0.0,0.0,0.98,0.98,0.981,153087.5,130801.48,119202.68
2017-03-13,0.98,0.98,0.98,0.98,487141.59,0.0,0.0,0.98,0.98,0.981,157758.44,130297.88,121451.23
2017-03-10,0.98,0.98,0.98,0.98,37987.0,0.0,0.0,0.98,0.98,0.982,89070.99,97002.99,101994.0
2017-03-09,0.98,0.98,0.98,0.98,117301.91,0.0,0.0,0.98,0.98,0.982,97530.83,111253.39,107970.98
