date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-31,31.23,31.9,31.19,31.19,21898.23,0.0,0.0,32.536,33.466,33.202,32542.28,31199.81,31035.93,2.73
2017-03-30,32.0,33.49,31.19,31.02,49073.98,-1.66,-5.05,33.148,33.721,33.224,34637.36,32315.6,30462.64,6.12
2017-03-29,34.0,34.06,32.85,32.8,32411.13,-1.11,-3.27,33.866,33.992,33.241,34561.3,30716.12,28570.76,4.04
2017-03-28,33.49,33.98,33.96,33.17,24830.9,0.47,1.4,34.2,34.039,33.187,32215.71,29188.61,27712.62,3.1
2017-03-27,34.28,34.57,33.49,33.3,34497.17,-0.76,-2.22,34.294,33.97,33.078,32636.35,30315.31,27096.57,4.3
2017-03-24,34.53,34.94,34.25,33.89,32373.62,-0.53,-1.52,34.396,33.897,32.977,29857.35,28779.76,25934.42,4.04
2017-03-23,34.48,35.47,34.78,34.41,48693.7,0.26,0.75,34.294,33.712,32.853,29993.85,26964.47,24861.27,6.07
2017-03-22,34.11,34.63,34.52,34.11,20683.18,0.09,0.26,34.118,33.464,32.696,26870.94,24860.47,23013.73,2.58
2017-03-21,33.92,34.53,34.43,33.8,26934.06,0.43,1.26,33.878,33.287,32.566,26161.51,28999.95,23090.47,3.36
2017-03-20,33.6,34.38,34.0,33.6,20602.17,0.26,0.77,33.646,33.132,32.402,27994.27,30983.39,22321.03,2.57
2017-03-17,33.88,34.27,33.74,33.6,33056.12,-0.16,-0.47,33.398,32.938,32.241,27702.17,30872.05,21770.44,4.12
2017-03-16,33.25,33.97,33.9,33.25,33079.15,0.58,1.74,33.13,32.726,32.077,23935.1,28609.67,20618.23,4.13
2017-03-15,33.2,33.5,33.32,32.85,17136.04,0.05,0.15,32.81,32.49,31.93,22850.0,26425.39,19390.58,2.14
2017-03-14,32.79,33.65,33.27,32.65,36097.87,0.51,1.56,32.696,32.335,31.807,31838.39,26236.63,19101.65,4.5
2017-03-13,32.4,32.95,32.76,32.3,19141.69,0.36,1.11,32.618,32.185,31.705,33972.52,23877.83,17818.97,2.39
2017-03-10,32.38,32.6,32.4,32.12,14220.73,0.1,0.31,32.478,32.057,31.634,34041.93,23089.07,17451.2,1.77
2017-03-09,32.52,32.7,32.3,32.12,27653.67,-0.45,-1.37,32.322,31.993,31.56,33284.24,22758.07,17245.95,3.45
2017-03-08,32.81,33.68,32.75,32.51,62077.98,-0.13,-0.4,32.17,31.928,31.505,30000.79,21166.99,16653.99,7.74
2017-03-07,31.99,32.97,32.88,31.7,46768.51,0.82,2.56,31.974,31.844,31.417,20634.86,17181.0,14180.84,5.83
2017-03-06,31.62,32.07,32.06,31.41,19488.77,0.44,1.39,31.752,31.671,31.31,13783.15,13658.67,12312.66,2.43
2017-03-03,31.5,31.73,31.62,31.19,10432.27,0.08,0.25,31.636,31.543,31.262,12136.22,12668.83,11877.81,1.3
2017-03-02,31.85,31.89,31.54,31.41,11236.4,-0.23,-0.72,31.664,31.428,31.208,12231.91,12626.79,11612.08,1.4
2017-03-01,31.77,31.93,31.77,31.63,15248.37,0.0,0.0,31.686,31.37,31.169,12333.19,12355.76,11050.76,1.9
2017-02-28,31.46,31.84,31.77,31.46,12509.93,0.29,0.92,31.714,31.278,31.121,13727.13,11966.68,10686.82,1.56
2017-02-27,31.85,31.85,31.48,31.33,11254.11,-0.28,-0.88,31.59,31.224,31.055,13534.19,11760.11,10610.2,1.4
2017-02-24,31.65,31.86,31.76,31.52,10910.72,0.11,0.35,31.45,31.211,30.985,13201.45,11813.32,10482.72,1.36
2017-02-23,31.85,32.04,31.65,31.44,11742.81,-0.26,-0.81,31.192,31.126,30.908,13021.67,11733.83,10428.03,1.46
2017-02-22,31.18,32.09,31.91,31.05,22218.06,0.76,2.44,31.054,31.081,30.825,12378.34,12141.0,10296.14,2.77
2017-02-21,30.97,31.35,31.15,30.87,11545.24,0.37,1.2,30.842,30.99,30.707,10206.22,11180.68,9583.85,1.44
2017-02-20,30.21,30.85,30.78,30.2,9590.42,0.31,1.02,30.858,30.949,30.642,9986.02,10966.66,9301.23,1.2
2017-02-17,30.96,31.0,30.47,30.22,10011.8,-0.49,-1.58,30.972,30.981,30.61,10425.2,11086.79,9493.67,1.25
2017-02-16,30.55,31.15,30.96,30.51,8526.16,0.11,0.36,31.06,30.987,30.595,10446.0,10597.38,9793.97,1.06
2017-02-15,31.13,31.28,30.85,30.5,11357.5,-0.38,-1.22,31.108,30.968,30.647,11903.66,9745.76,10389.41,1.42
2017-02-14,31.3,31.37,31.23,31.13,10444.24,-0.12,-0.38,31.138,30.963,30.745,12155.13,9406.96,10503.53,1.3
2017-02-13,30.91,31.44,31.35,30.79,11786.29,0.44,1.42,31.04,30.885,30.847,11947.29,9460.29,10745.84,1.47
2017-02-10,31.28,31.3,30.91,30.88,10115.81,-0.29,-0.93,30.99,30.759,30.941,11748.39,9152.11,10723.64,1.26
2017-02-09,30.78,31.43,31.2,30.25,15814.44,0.2,0.65,30.914,30.69,31.063,10748.76,9122.22,10831.75,1.97
2017-02-08,30.69,31.02,31.0,30.48,12614.87,0.26,0.85,30.828,30.569,31.178,7587.87,8451.29,11056.84,1.57
2017-02-07,30.96,31.28,30.74,30.52,9405.05,-0.36,-1.16,30.788,30.423,31.306,6658.8,7987.01,11122.03,1.17
2017-02-06,30.66,31.29,31.1,30.53,10791.76,0.57,1.87,30.73,30.334,31.479,6973.29,7635.8,11359.24,1.35
2017-02-03,30.8,30.89,30.53,30.45,5117.67,-0.27,-0.88,30.528,30.239,31.633,6555.83,7900.54,11406.79,0.64
2017-02-02,30.77,30.77,30.77,30.77,10.0,-0.03,-0.1,30.466,30.203,31.817,7495.69,8990.56,11835.94,0.0
2017-01-26,30.45,30.85,30.8,30.4,7969.51,0.35,1.15,30.31,30.326,31.989,9314.71,11033.06,12778.04,0.99
2017-01-25,30.11,30.66,30.45,29.9,10977.53,0.36,1.2,30.058,30.526,32.14,9315.23,11600.1,13035.0,1.37
2017-01-24,30.13,30.64,30.09,30.01,8704.44,-0.13,-0.43,29.938,30.809,32.327,8298.3,12031.38,14321.65,1.09
2017-01-23,30.01,30.53,30.22,30.01,9816.97,0.23,0.77,29.95,31.123,32.493,9245.25,12295.17,14806.39,1.22
2017-01-20,29.6,30.16,29.99,29.54,9105.1,0.45,1.52,29.94,31.436,32.647,10485.44,12541.27,15246.26,1.14
2017-01-19,29.65,29.98,29.54,29.37,7972.11,-0.31,-1.04,30.342,31.787,32.831,12751.41,13662.39,15996.32,0.99
2017-01-18,30.05,30.17,29.85,29.75,5892.89,-0.3,-0.99,30.994,32.189,33.068,13884.98,14257.04,17144.62,0.74
2017-01-17,30.0,30.55,30.15,29.26,13439.18,-0.02,-0.07,31.68,32.623,33.315,15764.46,15082.68,20699.47,1.68
2017-01-16,31.88,31.88,30.17,29.3,16017.91,-1.83,-5.72,32.296,33.026,33.528,15345.08,14913.04,22300.61,2.0
2017-01-13,32.7,32.87,32.0,31.5,20434.94,-0.8,-2.44,32.932,33.431,33.634,14597.1,14681.31,22376.54,2.55
2017-01-12,33.09,33.44,32.8,32.59,13639.96,-0.48,-1.44,33.232,33.651,33.634,14573.36,14523.02,22387.1,1.7
2017-01-11,33.1,33.63,33.28,33.02,15290.29,0.05,0.15,33.384,33.753,33.583,14629.1,14469.9,22695.14,1.91
2017-01-10,33.33,33.69,33.23,33.01,11342.32,-0.12,-0.36,33.566,33.845,33.526,14400.9,16611.91,22928.27,1.41
2017-01-09,33.1,33.44,33.35,32.91,12278.0,-0.15,-0.45,33.756,33.862,33.464,14481.0,17317.61,24467.74,1.53
2017-01-06,33.55,33.74,33.5,32.63,20316.25,-0.06,-0.18,33.93,33.857,33.486,14765.52,17951.26,25205.97,2.53
2017-01-05,34.04,34.15,33.56,33.56,13918.62,-0.63,-1.84,34.07,33.875,33.551,14472.67,18330.25,24863.96,1.74
2017-01-04,34.29,34.29,34.19,33.8,14149.32,0.01,0.03,34.122,33.947,33.637,14310.7,20032.21,25067.88,1.76
2017-01-03,34.43,34.58,34.18,33.97,11742.79,-0.04,-0.12,34.124,34.007,33.679,18822.92,26316.26,24965.05,1.46
2016-12-30,34.0,34.4,34.22,33.99,13700.61,0.02,0.06,33.968,34.029,33.722,20154.22,29688.18,25214.48,1.75
2016-12-29,33.97,34.85,34.2,33.86,18852.0,0.38,1.12,33.784,33.838,33.785,21136.99,30071.76,26304.05,2.4
2016-12-28,33.62,34.11,33.82,33.62,13108.79,-0.38,-1.11,33.68,33.618,33.919,22187.84,30251.18,26490.55,1.67
2016-12-27,33.28,34.63,34.2,32.9,36710.43,0.8,2.4,33.772,33.412,34.072,25753.71,30920.38,26954.57,4.68
2016-12-26,32.8,33.7,33.4,32.4,18399.29,0.1,0.3,33.89,33.206,34.206,33809.6,29244.63,26731.24,2.35
2016-12-23,33.36,33.68,33.3,32.65,18614.45,-0.38,-1.13,34.09,33.066,34.398,39222.13,31617.88,27193.5,2.37
2016-12-22,34.22,34.28,33.68,33.2,24106.23,-0.6,-1.75,33.892,33.115,34.638,39006.54,32460.68,28235.11,3.07
2016-12-21,34.52,34.78,34.28,33.83,30938.16,-0.51,-1.47,33.556,33.226,34.864,38314.53,31397.67,28634.06,3.94
2016-12-20,33.94,36.2,34.79,33.68,76989.87,0.39,1.13,33.052,33.326,35.078,36087.04,30103.55,29639.0,9.81
2016-12-19,32.32,34.88,34.4,31.8,45461.92,2.09,6.47,32.522,33.351,35.306,24679.67,23613.83,28184.99,5.79
2016-12-16,31.8,32.46,32.31,31.8,17536.5,0.31,0.97,32.042,33.414,35.556,24013.63,20740.79,29897.04,2.24
2016-12-15,31.57,32.48,32.0,31.56,20646.18,0.24,0.76,32.338,33.731,35.805,25914.83,22536.33,31094.12,2.63
2016-12-14,32.2,32.2,31.76,31.51,19800.72,-0.38,-1.18,32.896,34.22,36.04,24480.81,22729.92,31722.67,2.52
2016-12-13,31.83,32.46,32.14,31.31,19953.01,0.14,0.44,33.6,34.732,36.288,24120.07,22988.77,33062.16,2.54
2016-12-12,33.79,33.79,32.0,31.58,42131.72,-1.79,-5.3,34.18,35.205,36.518,22547.99,24217.84,33731.72,5.37
2016-12-09,34.73,34.79,33.79,33.77,27042.5,-1.0,-2.87,34.786,35.73,36.747,17467.96,22769.13,33134.13,3.45
2016-12-08,35.2,35.3,34.79,34.68,13476.11,-0.49,-1.39,35.124,36.161,36.889,19157.84,24009.53,34005.76,1.72
2016-12-07,35.1,35.31,35.28,34.72,17997.01,0.24,0.69,35.544,36.502,36.965,20979.02,25870.45,35452.52,2.29
2016-12-06,35.18,35.26,35.04,34.88,12092.62,0.01,0.03,35.864,36.829,36.981,21857.47,29174.44,36435.17,1.54
2016-12-05,34.8,35.37,35.03,34.6,16731.57,-0.45,-1.27,36.23,37.26,37.019,25887.69,32756.16,36846.24,2.13
2016-12-02,36.77,36.78,35.48,35.0,35491.9,-1.41,-3.82,36.674,37.697,37.053,28070.3,39053.28,37494.52,4.52
2016-12-01,36.98,37.15,36.89,36.46,22582.01,0.01,0.03,37.198,37.878,37.098,28861.22,39651.9,37442.63,2.88
2016-11-30,36.63,37.04,36.88,36.39,22389.26,0.01,0.03,37.46,37.86,37.041,30761.88,40715.41,37888.4,2.85
2016-11-29,37.25,37.6,36.87,36.36,32243.7,-0.38,-1.02,37.794,37.843,36.985,36491.4,43135.56,38040.7,4.11
2016-11-28,38.16,38.19,37.25,37.2,27644.65,-0.85,-2.23,38.29,37.83,36.892,39624.63,43245.6,37880.58,3.52
2016-11-25,37.98,38.48,38.1,36.9,39446.48,-0.1,-0.26,38.72,37.763,36.809,50036.27,43499.12,37306.86,5.03
2016-11-24,38.3,38.79,38.2,37.85,32085.29,-0.35,-0.91,38.558,37.617,36.682,50442.59,44001.99,37169.65,4.09
2016-11-23,38.9,39.58,38.55,38.05,51036.89,-0.8,-2.03,38.26,37.427,36.581,50668.95,45034.6,37229.03,6.51
2016-11-22,38.99,39.43,39.35,38.3,47909.83,-0.05,-0.13,37.892,37.132,36.466,49779.71,43695.9,36254.47,6.11
2016-11-21,37.5,39.92,39.4,37.45,79702.84,2.11,5.66,37.37,36.777,36.266,46866.57,40936.32,35303.5,10.16
