date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-29,6.03,6.06,5.96,5.95,139936.03,-0.08,-1.32,6.044,6.057,6.143,147728.87,153275.96,237562.72,0.85
2017-03-28,6.05,6.12,6.04,6.02,86471.1,-0.03,-0.49,6.044,6.067,6.163,149577.31,154595.31,254957.0,0.53
2017-03-27,6.1,6.13,6.07,6.06,133866.11,-0.03,-0.49,6.046,6.073,6.176,158486.8,161417.16,270763.51,0.82
2017-03-24,6.05,6.1,6.1,6.0,151939.08,0.05,0.83,6.048,6.08,6.184,161447.94,164097.27,284428.6,0.93
2017-03-23,5.96,6.07,6.05,5.93,226432.05,0.09,1.51,6.046,6.078,6.196,166172.31,168902.65,305405.34,1.38
2017-03-22,5.99,6.0,5.96,5.92,149178.22,-0.09,-1.49,6.07,6.089,6.216,158823.04,185200.11,342825.65,0.91
2017-03-21,6.07,6.08,6.05,6.01,131018.54,-0.03,-0.49,6.09,6.127,6.251,159613.31,230132.96,433208.13,0.8
2017-03-20,6.08,6.09,6.08,6.01,148671.8,-0.01,-0.16,6.1,6.17,6.266,164347.52,275884.63,446226.59,0.91
2017-03-17,6.17,6.21,6.09,6.08,175560.92,-0.08,-1.3,6.112,6.196,6.25,166746.6,293825.14,452119.47,1.07
2017-03-16,6.07,6.18,6.17,6.07,189685.72,0.11,1.81,6.11,6.222,6.226,171633.0,310206.72,453740.23,1.16
2017-03-15,6.1,6.1,6.06,6.01,153129.56,-0.04,-0.66,6.108,6.228,6.204,211577.18,321849.49,453147.38,0.93
2017-03-14,6.14,6.16,6.1,6.07,154689.61,-0.04,-0.65,6.164,6.259,6.188,300652.62,355318.69,455431.91,0.94
2017-03-13,6.07,6.15,6.14,6.05,160667.2,0.06,0.99,6.24,6.279,6.17,387421.75,380109.87,456791.45,0.98
2017-03-10,6.14,6.19,6.08,6.08,199992.91,-0.08,-1.3,6.28,6.287,6.153,420903.68,404759.92,464909.77,1.22
2017-03-09,6.24,6.29,6.16,6.13,389406.62,-0.18,-2.84,6.334,6.313,6.133,448780.44,441908.03,463614.73,2.37
2017-03-08,6.62,6.73,6.34,6.33,598506.75,-0.14,-2.16,6.348,6.342,6.111,432121.8,500451.19,455945.77,3.64
2017-03-07,6.32,6.52,6.48,6.24,588535.25,0.14,2.21,6.354,6.374,6.08,409984.76,636283.3,437182.71,3.58
2017-03-06,6.31,6.41,6.34,6.25,328076.88,-0.01,-0.16,6.318,6.361,6.042,372797.99,616568.54,418207.3,2.0
2017-03-03,6.23,6.37,6.35,6.17,339376.72,0.12,1.93,6.294,6.304,6.012,388616.16,610413.8,415781.52,2.07
2017-03-02,6.35,6.35,6.23,6.2,306113.41,-0.14,-2.2,6.292,6.229,5.976,435035.61,597273.74,407143.48,1.86
2017-03-01,6.26,6.46,6.37,6.22,487821.53,0.07,1.11,6.336,6.18,5.944,568780.57,584445.28,391837.86,2.97
2017-02-28,6.2,6.31,6.3,6.15,402601.41,0.08,1.29,6.394,6.116,5.906,862581.84,555545.14,374109.4,2.45
2017-02-27,6.35,6.38,6.22,6.21,407167.72,-0.12,-1.89,6.404,6.061,5.873,860339.1,533473.03,364646.97,2.48
2017-02-24,6.39,6.5,6.34,6.33,571474.0,-0.11,-1.71,6.314,6.019,5.842,832211.43,525059.63,351388.88,3.48
2017-02-23,6.5,6.61,6.45,6.35,974838.19,-0.21,-3.15,6.166,5.953,5.803,759511.87,485321.43,332099.45,5.94
2017-02-22,6.6,6.98,6.66,6.52,1956827.88,0.31,4.88,6.024,5.88,5.761,600109.98,411440.35,294565.53,11.92
2017-02-21,5.9,6.35,6.35,5.9,391387.69,0.58,10.05,5.838,5.786,5.705,248508.43,238082.12,210602.77,2.38
2017-02-20,5.63,5.79,5.77,5.61,266529.41,0.17,3.04,5.718,5.722,5.671,206606.95,219846.05,206265.47,1.62
2017-02-17,5.74,5.74,5.6,5.59,207976.2,-0.14,-2.44,5.724,5.72,5.666,217907.82,221149.24,234129.76,1.27
