date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-31,2.81,2.87,2.87,2.81,2158.48,0.07,2.5,2.828,2.825,2.819,569.1,468.9,349.1
2017-03-30,2.8,2.8,2.8,2.79,400.0,-0.02,-0.71,2.826,2.82,2.814,399.3,272.85,246.72
2017-03-29,2.81,2.82,2.82,2.8,79.0,0.0,0.0,2.826,2.826,2.816,344.3,262.25,228.37
2017-03-28,2.79,2.82,2.82,2.79,50.0,-0.01,-0.35,2.824,2.825,2.816,351.3,274.85,226.57
2017-03-27,2.84,2.84,2.83,2.81,158.0,-0.03,-1.05,2.826,2.824,2.819,371.9,303.65,233.82
2017-03-24,2.8,2.89,2.86,2.8,1309.48,0.06,2.14,2.822,2.82,2.827,368.7,322.75,253.53
2017-03-23,2.81,2.81,2.8,2.78,125.0,-0.01,-0.36,2.814,2.815,2.833,146.4,193.2,195.31
2017-03-22,2.82,2.82,2.81,2.79,114.0,-0.02,-0.71,2.826,2.818,2.843,180.2,182.7,202.06
2017-03-21,2.8,2.83,2.83,2.8,153.0,0.02,0.71,2.826,2.819,2.853,198.4,201.2,207.46
2017-03-20,2.81,2.81,2.81,2.8,142.0,-0.01,-0.35,2.822,2.819,2.856,235.4,203.9,372.31
2017-03-17,2.83,2.83,2.82,2.8,198.0,-0.04,-1.4,2.818,2.813,2.855,276.8,229.3,369.66
2017-03-16,2.86,2.86,2.86,2.81,294.0,0.05,1.78,2.816,2.808,2.85,240.0,220.6,360.01
2017-03-15,2.78,2.82,2.81,2.78,205.0,0.0,0.0,2.81,2.805,2.846,185.2,194.5,346.61
2017-03-14,2.77,2.81,2.81,2.77,338.0,0.02,0.72,2.812,2.806,2.842,204.0,178.3,336.76
2017-03-13,2.81,2.81,2.79,2.78,349.0,-0.02,-0.71,2.816,2.813,2.841,172.4,164.0,320.51
2017-03-10,2.82,2.82,2.81,2.73,14.0,-0.02,-0.71,2.808,2.833,2.839,181.8,184.31,303.21
2017-03-09,2.76,2.88,2.83,2.76,20.0,0.01,0.35,2.8,2.851,2.834,201.2,197.42,307.76
2017-03-08,2.88,2.88,2.82,2.8,299.0,-0.01,-0.35,2.8,2.868,2.827,203.8,221.42,307.01
2017-03-07,2.87,2.87,2.83,2.8,180.0,0.08,2.91,2.8,2.886,2.818,152.6,213.72,295.01
2017-03-06,2.77,2.8,2.75,2.75,396.0,-0.02,-0.72,2.81,2.892,2.809,155.6,540.72,286.16
2017-03-03,2.77,2.77,2.77,2.75,111.0,-0.06,-2.12,2.858,2.896,2.804,186.82,510.02,266.51
2017-03-02,2.76,2.85,2.83,2.76,33.0,0.01,0.35,2.902,2.892,2.797,193.64,499.43,263.46
2017-03-01,2.8,2.84,2.82,2.8,43.0,-0.06,-2.08,2.936,2.886,2.789,239.04,498.73,264.46
2017-02-28,2.92,2.92,2.88,2.81,195.0,-0.11,-3.68,2.972,2.878,2.779,274.84,495.23,268.5
2017-02-27,2.85,2.99,2.99,2.78,552.1,0.0,0.0,2.974,2.868,2.767,925.85,477.03,267.4
2017-02-24,2.87,2.99,2.99,2.82,145.1,-0.01,-0.33,2.934,2.845,2.747,833.23,422.12,245.1
2017-02-23,2.89,3.0,3.0,2.88,260.0,0.0,0.0,2.882,2.816,2.729,805.21,418.11,237.89
2017-02-22,2.88,3.0,3.0,2.83,222.0,0.11,3.81,2.836,2.785,2.71,758.41,392.61,230.54
2017-02-21,2.8,2.92,2.89,2.8,3450.03,0.1,3.58,2.784,2.75,2.691,715.61,376.31,221.34
2017-02-20,2.77,2.8,2.79,2.75,89.0,0.06,2.2,2.762,2.726,2.676,28.21,31.6,51.89
2017-02-17,2.78,2.78,2.73,2.73,5.03,-0.04,-1.44,2.756,2.711,2.663,11.01,23.0,51.49
2017-02-16,2.77,2.77,2.77,2.77,26.0,0.03,1.09,2.75,2.702,2.658,31.0,27.5,58.14
2017-02-15,2.77,2.77,2.74,2.74,8.0,-0.04,-1.44,2.734,2.692,2.655,26.8,30.2,83.91
2017-02-14,2.74,2.8,2.78,2.74,13.0,0.02,0.72,2.716,2.679,2.65,37.0,41.78,89.32
2017-02-13,2.71,2.76,2.76,2.71,3.0,0.06,2.22,2.69,2.666,2.644,35.0,57.78,91.15
2017-02-10,2.69,2.72,2.7,2.62,105.0,0.01,0.37,2.666,2.648,2.639,35.0,68.08,94.6
2017-02-09,2.66,2.69,2.69,2.66,5.0,0.04,1.51,2.654,2.642,2.635,24.01,57.68,91.55
2017-02-08,2.65,2.65,2.65,2.62,59.0,0.0,0.0,2.65,2.635,2.629,33.61,68.48,92.45
2017-02-07,2.65,2.65,2.65,2.64,3.0,0.01,0.38,2.642,2.632,2.627,46.55,66.38,94.8
2017-02-06,2.64,2.64,2.64,2.64,3.0,0.0,0.0,2.642,2.626,2.623,80.55,72.18,94.8
2017-02-03,2.94,2.94,2.64,2.6,50.03,-0.03,-1.12,2.63,2.614,2.622,101.15,79.98,98.3
2017-01-26,2.68,2.68,2.67,2.67,53.0,0.06,2.3,2.63,2.614,2.622,91.35,88.77,95.85
2017-01-25,2.68,2.68,2.61,2.61,123.74,-0.04,-1.51,2.62,2.617,2.623,103.35,137.62,96.65
2017-01-24,2.63,2.65,2.65,2.59,173.0,0.07,2.71,2.622,2.621,2.625,86.2,136.85,91.62
2017-01-23,2.66,2.66,2.58,2.58,106.0,-0.06,-2.27,2.61,2.621,2.635,63.8,124.52,85.47
2017-01-20,2.64,2.64,2.64,2.64,1.0,0.02,0.76,2.598,2.629,2.64,58.8,121.13,80.22
