date,open,high,close,low,volume,amount
2017-01-26,22.7,23.1,22.82,22.61,974205.0,22359893.0
2017-01-25,22.88,23.31,22.56,22.56,1338837.0,30723081.0
2017-01-24,23.79,23.79,23.01,22.7,1000156.0,23063345.0
2017-01-23,23.8,24.12,23.64,23.56,944743.0,22422812.0
2017-01-20,23.6,24.12,23.8,23.4,834824.0,19949550.0
2017-01-19,23.65,23.79,23.79,23.2,1004357.0,23645308.0
2017-01-18,23.53,24.0,23.99,22.8,1501789.0,35080454.0
2017-01-17,22.99,24.24,23.82,21.8,2067007.0,47150213.0
2017-01-16,23.98,24.3,23.0,21.6,2342913.0,52768571.0
2017-01-13,24.41,24.66,23.96,23.6,1276185.0,30770695.0
2017-01-12,24.66,24.95,24.42,24.33,1012865.0,24907786.0
2017-01-11,25.2,25.35,24.7,24.65,1278753.0,32029274.0
2017-01-10,25.1,25.82,25.2,24.7,1131911.0,28761583.0
2017-01-09,24.7,25.25,25.19,24.7,928700.0,23305711.0
2017-01-06,25.66,25.71,24.9,24.75,2259254.0,56751552.0
2017-01-05,25.8,26.25,25.56,25.52,1441795.0,37201183.0
2017-01-04,25.5,26.21,25.77,25.5,1748500.0,45143051.0
2017-01-03,25.12,25.66,25.47,25.1,1109418.0,28196143.0
2016-12-30,25.4,26.15,25.25,25.17,1326757.0,33941271.0
2016-12-29,26.02,26.68,25.58,25.57,1738165.0,45446021.0
2016-12-28,25.8,27.05,26.12,25.8,1779420.0,46891467.0
2016-12-27,25.5,26.66,25.96,25.24,2288236.0,59770546.0
2016-12-26,25.25,25.58,25.42,24.52,1041496.0,26113791.0
2016-12-23,25.92,26.2,25.35,25.12,1522009.0,38783448.0
2016-12-22,26.24,26.66,26.12,25.9,2202785.0,57651795.0
2016-12-21,25.45,26.76,26.5,25.13,3766248.0,98044260.0
2016-12-20,25.11,25.6,25.32,25.01,1427640.0,36126684.0
2016-12-19,24.91,25.36,25.1,24.9,1208533.0,30370053.0
2016-12-16,24.88,25.8,25.16,24.66,2327141.0,59004478.0
2016-12-15,24.08,24.74,24.65,24.08,1940555.0,47481229.0
2016-12-14,24.72,24.89,23.96,23.9,2210404.0,53826850.0
2016-12-13,24.3,25.1,24.72,23.39,2295248.0,55868621.0
2016-12-12,27.5,27.6,25.06,25.06,4071593.0,105574801.0
2016-12-09,27.25,28.3,27.84,27.11,4146936.0,115103378.0
2016-12-08,27.03,27.41,27.41,26.66,2577608.0,69614359.0
2016-12-07,26.71,27.49,27.21,26.57,3272334.0,88891764.0
2016-12-06,27.02,27.06,26.64,26.4,3306431.0,88463016.0
2016-12-05,27.25,27.3,26.52,26.51,2890322.0,77629603.0
2016-12-02,29.1,29.37,27.25,26.73,6188749.0,171460311.0
2016-12-01,30.19,30.59,29.07,28.98,5096263.0,149636381.0
2016-11-30,31.32,31.45,30.75,30.53,2831401.0,87813296.0
2016-11-29,30.12,32.31,31.87,30.05,6164576.0,191852358.0
2016-11-28,31.38,31.4,30.6,29.66,5657894.0,172002118.0
2016-11-25,32.0,32.8,31.4,30.8,7749495.0,244894804.0
2016-11-24,33.0,35.21,34.15,32.61,12246678.0,414959837.0
2016-11-23,33.3,35.05,32.5,31.6,13274776.0,440467785.0
2016-11-22,33.4,35.28,35.0,33.34,19339193.0,670826339.0
2016-11-21,28.73,32.07,32.07,27.88,8883153.0,269746729.0
2016-11-18,29.11,30.13,29.15,28.9,5903928.0,174059705.0
2016-11-17,31.28,31.67,29.38,29.32,7212874.0,217569779.0
2016-11-16,28.68,31.67,31.67,28.59,7749624.0,236140223.0
2016-11-15,29.08,29.08,28.79,28.5,1464898.0,42061956.0
2016-11-14,28.6,29.4,29.09,28.46,2268000.0,65400931.0
2016-11-11,29.51,29.55,28.7,28.7,2579285.0,74812431.0
2016-11-10,28.05,30.0,29.59,27.7,4443582.0,128420120.0
2016-11-09,27.17,28.17,27.8,26.48,3372971.0,92262757.0
2016-11-08,27.18,28.2,27.24,27.12,2694890.0,74471152.0
2016-11-07,27.28,27.29,27.25,26.5,3211995.0,86512543.0
2016-11-04,26.04,26.95,26.9,26.04,2711804.0,71956258.0
2016-11-03,26.21,26.49,26.04,25.78,2430833.0,63446684.0
2016-11-02,26.49,27.45,26.26,26.0,3614458.0,95980848.0
2016-11-01,25.66,26.8,26.37,25.52,2817131.0,73850184.0
2016-10-31,26.0,26.19,25.66,25.35,1712367.0,43984254.0
2016-10-28,26.09,26.89,26.22,25.98,3050961.0,80758722.0
2016-10-27,25.73,26.9,26.35,25.5,3359481.0,88394442.0
2016-10-26,25.9,25.9,25.66,25.38,1671191.0,42816342.0
2016-10-25,25.4,25.98,25.94,25.26,1828079.0,46831111.0
2016-10-24,25.2,25.73,25.4,25.13,1319902.0,33530716.0
2016-10-21,26.0,26.0,25.23,24.91,2011907.0,50962111.0
2016-10-20,26.18,26.22,25.89,25.76,1984227.0,51482193.0
2016-10-19,26.08,26.26,26.15,25.7,3137255.0,81681145.0
2016-10-18,25.26,26.29,26.03,24.94,4435576.0,114938226.0
2016-10-17,25.68,25.7,25.19,24.94,1718116.0,43604991.0
2016-10-14,25.3,25.8,25.62,24.7,3494387.0,88624607.0
2016-10-13,25.49,25.6,25.36,25.16,2248515.0,57011455.0
2016-10-12,25.13,25.98,25.66,24.7,3184535.0,80493522.0
2016-10-11,24.62,25.5,25.36,24.5,3553645.0,88827537.0
2016-10-10,24.45,24.63,24.62,24.02,1468300.0,35927111.0
2016-09-30,23.86,24.27,24.04,23.8,1031300.0,24843083.0
2016-09-29,23.89,24.3,24.06,23.8,1280993.0,30840658.0
2016-09-28,23.87,23.94,23.9,23.62,751376.0,17869151.0
2016-09-27,23.3,23.74,23.73,23.21,987944.0,23250955.0
2016-09-26,24.3,24.4,23.51,23.5,1719911.0,41216017.0
2016-09-23,24.4,24.7,24.51,24.09,2214943.0,53954197.0
2016-09-22,23.56,24.67,24.43,23.4,3446943.0,83860294.0
2016-09-21,23.31,23.52,23.4,23.25,666701.0,15617692.0
2016-09-20,23.55,23.61,23.31,23.2,901325.0,21043496.0
2016-09-19,23.5,23.8,23.58,23.3,861981.0,20346594.0
2016-09-14,23.07,23.55,23.5,22.9,1330950.0,31009603.0
2016-09-13,23.42,23.56,23.15,23.0,1211154.0,28191019.0
2016-09-12,23.88,23.88,23.32,23.32,2018696.0,47513714.0
2016-09-09,24.83,24.92,24.5,24.49,1688804.0,41626279.0
2016-09-08,24.6,24.99,24.83,24.41,2098690.0,51907945.0
2016-09-07,24.56,24.88,24.75,24.35,2759315.0,67926533.0
2016-09-06,24.24,24.62,24.55,23.8,2575687.0,62788899.0
2016-09-05,23.87,24.42,24.1,23.83,1268900.0,30611224.0
2016-09-02,24.0,24.27,23.91,23.63,1858016.0,44292154.0
2016-09-01,24.59,24.94,24.1,24.1,2841100.0,69506572.0
2016-08-31,24.29,25.5,24.81,24.29,4214202.0,105516892.0
2016-08-30,24.31,25.16,24.35,24.3,1972197.0,48658123.0
2016-08-29,24.5,24.95,24.55,24.35,2093859.0,51616264.0
2016-08-26,23.74,24.96,24.96,23.6,3194006.0,77674926.0
2016-08-25,23.88,24.0,23.57,23.0,1917507.0,45014374.0
2016-08-24,24.05,24.64,24.17,24.03,1754331.0,42653904.0
2016-08-23,23.8,24.48,24.08,23.8,2335216.0,56406716.0
2016-08-22,25.24,25.24,23.8,23.8,3526820.0,85887840.0
2016-08-19,25.45,25.68,25.31,24.75,4050388.0,102036838.0
2016-08-18,25.2,26.3,25.24,25.08,5610751.0,143326312.0
2016-08-17,23.5,25.78,25.77,23.4,8615006.0,214153309.0
2016-08-16,23.58,23.88,23.44,23.42,1909080.0,45015618.0
2016-08-15,22.7,23.84,23.58,22.7,3699412.0,86556022.0
2016-08-12,22.37,22.62,22.52,22.13,1164523.0,26022492.0
2016-08-11,23.11,23.15,22.4,22.35,1412438.0,32017779.0
2016-08-10,23.39,23.39,23.11,23.09,1168427.0,27108471.0
2016-08-09,23.32,23.55,23.39,23.22,1308232.0,30584792.0
2016-08-08,23.01,23.5,23.35,22.31,1346925.0,31075984.0
2016-08-05,23.0,23.33,23.01,22.93,1187169.0,27419640.0
2016-08-04,22.8,23.25,23.16,22.55,1452388.0,33395242.0
2016-08-03,22.68,23.16,22.83,22.42,1555544.0,35601251.0
2016-08-02,21.9,22.85,22.78,21.75,3087855.0,68841835.0
