date,open,high,close,low,volume,amount
2017-02-07,22.88,23.1,22.88,22.8,994305.0,22802351.0
2017-02-06,22.83,23.19,23.03,22.82,736220.0,16958080.0
2017-02-03,22.98,23.08,22.88,22.76,325100.0,7444169.0
2017-01-26,22.94,23.09,22.98,22.73,1184853.0,27091300.0
2017-01-25,22.8,23.17,23.0,22.71,1334118.0,30611555.0
2017-01-24,22.95,22.95,22.82,22.7,813889.0,18606857.0
2017-01-23,22.9,23.08,22.93,22.51,1176502.0,26834002.0
2017-01-20,22.14,23.14,22.86,22.1,1670642.0,37810972.0
2017-01-19,22.05,22.19,22.07,21.81,838702.0,18470283.0
2017-01-18,22.57,22.68,22.06,21.89,1763100.0,39107625.0
2017-01-17,22.74,22.92,22.59,21.69,1985469.0,44303145.0
2017-01-16,23.47,23.76,22.84,22.0,4080159.0,93220883.0
2017-01-13,24.64,24.84,23.83,23.6,1699901.0,40716078.0
2017-01-12,24.93,24.98,24.63,24.35,2205106.0,54506580.0
2017-01-11,24.85,25.3,24.81,24.65,5106884.0,127588110.0
2017-01-10,24.89,25.16,24.81,24.68,1468101.0,36526146.0
2017-01-09,24.55,24.99,24.92,24.39,3161284.0,77882655.0
2017-01-06,24.5,24.84,24.7,24.33,2727229.0,67110657.0
2017-01-05,24.09,24.82,24.67,23.6,2624379.0,64520195.0
2017-01-04,23.6,24.2,24.08,23.6,2230688.0,53488262.0
2017-01-03,23.45,23.74,23.6,23.4,1726096.0,40738744.0
2016-12-30,23.68,23.91,23.61,23.05,1781316.0,41723650.0
2016-12-29,24.49,24.51,23.68,23.6,1718400.0,41320713.0
2016-12-28,24.55,24.55,24.41,24.16,1136821.0,27645438.0
2016-12-27,23.9,24.93,24.62,23.56,2967891.0,72351615.0
2016-12-26,24.3,24.36,23.78,23.36,2064191.0,48958600.0
2016-12-23,24.32,24.66,24.46,24.23,1756868.0,42925995.0
2016-12-22,24.4,24.66,24.21,24.19,1843771.0,44939111.0
2016-12-21,24.5,24.8,24.49,24.17,2112511.0,51525603.0
2016-12-20,25.01,25.04,24.5,24.49,1604401.0,39653043.0
2016-12-19,25.3,25.65,25.03,24.7,2188464.0,54893116.0
2016-12-16,25.28,25.59,25.46,25.06,2128650.0,53929935.0
2016-12-15,24.7,25.26,25.22,24.52,2316996.0,57915455.0
2016-12-14,24.9,25.35,24.87,24.43,2165779.0,53889245.0
2016-12-13,24.3,24.93,24.9,23.88,2056102.0,50425060.0
2016-12-12,25.25,25.6,24.54,24.4,4086950.0,101892725.0
2016-12-09,25.93,25.95,25.62,25.08,4885417.0,124490032.0
2016-12-08,26.58,27.14,26.06,26.0,6673137.0,178571446.0
2016-12-07,25.9,26.56,26.26,25.61,4612477.0,120692819.0
2016-12-06,25.35,26.2,25.87,25.33,4400026.0,113533971.0
2016-12-05,25.3,25.69,25.59,24.83,4840552.0,122646610.0
2016-12-02,25.6,25.83,25.42,25.1,3731112.0,95009353.0
2016-12-01,25.17,25.9,25.6,25.06,4392314.0,112490535.0
2016-11-30,24.81,25.3,25.21,24.62,3448477.0,86328441.0
2016-11-29,25.78,25.78,25.28,24.99,4482661.0,113415278.0
2016-11-28,25.99,26.88,25.39,25.08,6474285.0,165162443.0
2016-11-25,24.48,24.79,24.58,23.78,3290320.0,79847140.0
2016-11-24,25.41,25.45,24.5,24.4,5138501.0,127279698.0
2016-11-23,25.62,25.8,25.41,25.18,5960785.0,151775680.0
2016-11-22,25.5,25.94,25.62,25.0,5446113.0,138392727.0
2016-11-21,26.19,26.29,25.65,25.35,5995413.0,154097497.0
2016-11-18,24.76,26.52,26.19,24.75,10261070.0,263841476.0
2016-11-17,25.29,25.51,24.75,24.62,4547906.0,113019181.0
2016-11-16,24.59,25.47,25.3,24.45,5877962.0,147293864.0
2016-11-15,24.59,24.93,24.61,24.48,4047225.0,99631576.0
2016-11-14,24.09,24.71,24.68,23.97,7685027.0,187912525.0
2016-11-11,24.15,24.34,24.16,23.87,4703084.0,113090209.0
2016-11-10,23.8,24.36,24.07,23.63,7746329.0,185617203.0
2016-11-09,23.75,24.05,23.59,23.45,4564982.0,108053122.0
2016-11-08,23.5,24.08,23.89,23.45,6279397.0,150037745.0
2016-11-07,23.59,23.7,23.5,23.2,3594502.0,84390356.0
2016-11-04,23.55,23.78,23.65,23.4,4482272.0,105550775.0
2016-11-03,23.5,24.29,23.79,23.32,9450454.0,226452669.0
2016-11-02,23.8,23.99,23.69,23.31,5803637.0,136995388.0
2016-11-01,23.78,24.17,23.83,23.55,9917865.0,236906142.0
2016-10-31,23.04,23.8,23.79,22.63,7644339.0,179859550.0
2016-10-28,23.39,23.5,22.97,22.8,5245577.0,121176242.0
2016-10-27,23.33,23.69,23.56,23.11,10154727.0,238589668.0
2016-10-26,22.67,23.5,23.29,22.63,11195036.0,260678042.0
2016-10-25,21.97,22.67,22.63,21.95,7894823.0,176967887.0
2016-10-24,22.35,22.45,21.91,21.64,6772981.0,148567171.0
2016-10-21,22.5,22.87,22.41,22.13,4183433.0,93946745.0
2016-10-20,22.39,22.7,22.61,22.12,3965717.0,88991989.0
2016-10-19,22.6,22.68,22.45,22.11,4421560.0,99092800.0
2016-10-18,22.16,22.86,22.76,22.09,4772941.0,107046428.0
2016-10-17,23.01,23.24,22.17,22.12,6453911.0,145742181.0
2016-10-14,23.15,23.4,23.0,22.65,5134023.0,118029209.0
2016-10-13,24.1,24.1,23.36,23.02,9053238.0,212197108.0
2016-10-12,23.94,24.3,24.0,23.78,7873894.0,188649207.0
2016-10-11,23.9,24.41,24.22,23.86,11139229.0,269452553.0
2016-10-10,23.55,24.14,24.12,22.7,10248767.0,240753982.0
2016-09-30,23.01,23.84,23.54,23.01,7203452.0,169550359.0
2016-09-29,22.8,23.31,23.02,22.76,5058259.0,116503969.0
2016-09-28,23.02,23.67,23.01,22.81,7242531.0,168729455.0
2016-09-27,23.0,23.47,23.16,22.12,10340846.0,234975003.0
2016-09-26,25.0,25.0,23.3,23.0,15088566.0,357744273.0
2016-09-23,25.0,25.3,24.99,24.82,9169177.0,229376065.0
