date,open,high,close,low,volume,amount
2017-02-07,6.85,7.0,6.98,6.79,39985816.0,275192549.0
2017-02-06,6.9,6.95,6.84,6.82,42898611.0,295344000.0
2017-02-03,6.82,6.83,6.8,6.76,14461867.0,98228040.0
2017-01-26,6.88,6.93,6.81,6.77,31184402.0,212961775.0
2017-01-25,6.86,6.94,6.87,6.86,20825549.0,143615032.0
2017-01-24,6.87,6.97,6.88,6.86,38176199.0,263225028.0
2017-01-23,6.82,6.94,6.92,6.82,51240889.0,352730872.0
2017-01-20,6.71,6.97,6.88,6.71,53570222.0,367315205.0
2017-01-19,6.75,6.86,6.75,6.68,33385958.0,226555654.0
2017-01-18,6.72,6.79,6.78,6.65,23767626.0,159902694.0
2017-01-17,6.73,6.78,6.74,6.59,28164367.0,188492295.0
2017-01-16,6.66,6.82,6.8,6.45,48421062.0,320731793.0
2017-01-13,6.62,6.68,6.66,6.62,17942721.0,119360866.0
2017-01-12,6.67,6.7,6.64,6.61,17924302.0,119326260.0
2017-01-11,6.71,6.76,6.64,6.63,22880032.0,152923850.0
2017-01-10,6.87,6.87,6.71,6.71,27842336.0,188629093.0
2017-01-09,6.76,6.93,6.87,6.75,36104458.0,247674914.0
2017-01-06,6.74,6.82,6.79,6.66,36963167.0,249655164.0
2017-01-05,6.73,6.83,6.74,6.71,27369515.0,184993954.0
2017-01-04,6.77,6.87,6.76,6.72,66835028.0,453183128.0
2017-01-03,6.54,6.63,6.6,6.54,20522993.0,135357588.0
2016-12-30,6.45,6.53,6.52,6.44,19184218.0,124732931.0
2016-12-29,6.46,6.51,6.46,6.43,17853165.0,115578780.0
2016-12-28,6.45,6.56,6.47,6.45,19749656.0,128480330.0
2016-12-27,6.42,6.49,6.45,6.39,15917817.0,102655914.0
2016-12-26,6.33,6.45,6.44,6.3,19362964.0,123501500.0
2016-12-23,6.5,6.5,6.35,6.34,24435711.0,156334607.0
2016-12-22,6.53,6.53,6.47,6.46,21804547.0,141382984.0
2016-12-21,6.49,6.6,6.54,6.47,32591804.0,213395970.0
2016-12-20,6.44,6.49,6.46,6.42,19707646.0,127117715.0
2016-12-19,6.5,6.51,6.45,6.44,22843429.0,147590597.0
2016-12-16,6.4,6.53,6.5,6.4,26508743.0,172022073.0
2016-12-15,6.38,6.48,6.41,6.36,23811484.0,152838686.0
2016-12-14,6.45,6.48,6.39,6.38,23871605.0,153382560.0
2016-12-13,6.4,6.49,6.44,6.33,27093167.0,173994342.0
2016-12-12,6.69,6.73,6.42,6.38,67488402.0,438825894.0
2016-12-09,6.9,6.95,6.72,6.7,46420712.0,316877634.0
2016-12-08,6.8,6.84,6.8,6.74,32239364.0,218963404.0
2016-12-07,6.68,6.85,6.82,6.68,38870261.0,262798884.0
2016-12-06,6.73,6.77,6.69,6.66,29460529.0,197619725.0
2016-12-05,6.67,6.76,6.73,6.64,41067823.0,275657490.0
2016-12-02,6.96,6.98,6.72,6.68,69787197.0,475279228.0
2016-12-01,6.91,7.02,7.0,6.88,57566797.0,399605196.0
2016-11-30,7.06,7.06,6.93,6.82,66140258.0,458666420.0
2016-11-29,7.11,7.25,7.07,7.03,70514089.0,501166605.0
2016-11-28,7.16,7.19,7.09,7.02,67529132.0,478587012.0
2016-11-25,7.23,7.26,7.16,7.02,96669238.0,687813604.0
2016-11-24,7.24,7.41,7.27,7.11,143136142.0,1040749542.0
2016-11-23,7.0,7.24,7.05,6.97,101940670.0,722056088.0
2016-11-22,7.06,7.23,6.95,6.89,129381180.0,912900887.0
2016-11-21,6.99,7.2,7.01,6.78,162240462.0,1130754873.0
2016-11-18,6.59,6.72,6.68,6.59,67377336.0,449949697.0
2016-11-17,6.62,6.68,6.59,6.56,42976016.0,284167720.0
2016-11-16,6.69,6.73,6.64,6.62,37628667.0,250490845.0
2016-11-15,6.73,6.8,6.66,6.62,54195161.0,361769923.0
2016-11-14,6.48,6.84,6.73,6.46,135411664.0,904827571.0
2016-11-11,6.41,6.53,6.48,6.39,77848489.0,504756908.0
2016-11-10,6.4,6.44,6.41,6.37,46430757.0,297387046.0
2016-11-09,6.27,6.49,6.38,6.22,71797622.0,455937305.0
2016-11-08,6.25,6.29,6.27,6.24,19792588.0,123982153.0
2016-11-07,6.28,6.28,6.25,6.21,25505493.0,159108230.0
2016-11-04,6.29,6.32,6.27,6.25,20720377.0,130275111.0
2016-11-03,6.26,6.35,6.31,6.23,31678728.0,199337187.0
2016-11-02,6.32,6.33,6.26,6.25,21642944.0,135961896.0
2016-11-01,6.3,6.34,6.34,6.27,19969388.0,126145012.0
2016-10-31,6.24,6.3,6.28,6.21,17090220.0,107043367.0
2016-10-28,6.34,6.35,6.25,6.23,24783270.0,156105726.0
2016-10-27,6.35,6.37,6.35,6.32,18108696.0,114712764.0
2016-10-26,6.32,6.45,6.36,6.31,40975961.0,261490772.0
2016-10-25,6.36,6.37,6.34,6.31,25812325.0,163460214.0
2016-10-24,6.29,6.36,6.35,6.27,37054950.0,234711068.0
2016-10-21,6.31,6.38,6.29,6.22,31869630.0,200618091.0
2016-10-20,6.39,6.52,6.34,6.33,60896829.0,390566156.0
2016-10-19,6.29,6.31,6.28,6.25,21666158.0,136067125.0
2016-10-18,6.18,6.29,6.28,6.17,25024073.0,156327979.0
2016-10-17,6.28,6.3,6.18,6.16,22976434.0,143039277.0
2016-10-14,6.28,6.31,6.26,6.24,21339480.0,133699208.0
2016-10-13,6.31,6.33,6.28,6.25,33183713.0,208673484.0
2016-10-12,6.14,6.37,6.34,6.13,79603945.0,501351737.0
2016-10-11,6.13,6.19,6.16,6.11,26828200.0,165087688.0
2016-10-10,6.05,6.13,6.13,6.03,35205149.0,214370889.0
2016-09-30,6.01,6.04,6.02,6.0,18205162.0,109497069.0
2016-09-29,6.03,6.05,6.01,6.0,17548257.0,105675316.0
2016-09-28,6.05,6.05,6.01,6.0,12665017.0,76173731.0
2016-09-27,6.0,6.04,6.04,5.98,19690061.0,118328846.0
2016-09-26,6.16,6.16,6.01,6.0,33139970.0,201384348.0
2016-09-23,6.18,6.22,6.14,6.13,28225334.0,174066007.0
2016-09-22,6.18,6.21,6.18,6.15,27191110.0,167958590.0
2016-09-21,6.15,6.18,6.14,6.11,23575187.0,144856670.0
2016-09-20,6.17,6.18,6.15,6.1,22355585.0,136906049.0
2016-09-19,6.16,6.19,6.17,6.13,21210672.0,130682324.0
2016-09-14,6.11,6.22,6.15,6.09,23965713.0,147481835.0
2016-09-13,6.16,6.22,6.16,6.11,26271261.0,161701635.0
2016-09-12,6.25,6.29,6.16,6.06,56187956.0,346440407.0
2016-09-09,6.5,6.51,6.37,6.36,30099557.0,193422411.0
2016-09-08,6.45,6.49,6.48,6.42,29399591.0,189679822.0
2016-09-07,6.4,6.52,6.46,6.39,51421389.0,331853409.0
2016-09-06,6.32,6.42,6.41,6.27,41822469.0,266267066.0
2016-09-05,6.32,6.34,6.3,6.28,19370694.0,122183654.0
2016-09-02,6.26,6.32,6.32,6.24,26658341.0,167463103.0
2016-09-01,6.32,6.33,6.26,6.25,21386527.0,134591970.0
2016-08-31,6.3,6.34,6.31,6.29,20889030.0,131956745.0
2016-08-30,6.3,6.33,6.3,6.28,20812869.0,131155657.0
2016-08-29,6.32,6.34,6.3,6.28,21747803.0,137099815.0
2016-08-26,6.32,6.37,6.32,6.29,22550213.0,142750802.0
2016-08-25,6.39,6.39,6.3,6.24,35978825.0,226921765.0
2016-08-24,6.42,6.46,6.41,6.4,20875000.0,134126331.0
2016-08-23,6.45,6.46,6.42,6.38,29350245.0,188560067.0
2016-08-22,6.45,6.55,6.44,6.4,49088765.0,318021292.0
2016-08-19,6.45,6.46,6.43,6.37,37172784.0,238462960.0
2016-08-18,6.53,6.54,6.46,6.44,39443243.0,255302260.0
2016-08-17,6.47,6.55,6.53,6.44,46328121.0,301276954.0
2016-08-16,6.46,6.52,6.47,6.43,38194018.0,247107009.0
2016-08-15,6.28,6.47,6.45,6.26,61749750.0,394853266.0
2016-08-12,6.2,6.29,6.28,6.2,25932171.0,161884449.0
2016-08-11,6.38,6.39,6.21,6.2,49490869.0,310440656.0
2016-08-10,6.45,6.5,6.39,6.37,33330991.0,214580512.0
2016-08-09,6.41,6.47,6.46,6.39,39827961.0,256075829.0
2016-08-08,6.39,6.42,6.42,6.31,27660810.0,176158195.0
2016-08-05,6.47,6.47,6.41,6.38,24022101.0,154550045.0
2016-08-04,6.42,6.49,6.48,6.38,24345809.0,156311980.0
2016-08-03,6.37,6.47,6.44,6.35,27407779.0,175883727.0
2016-08-02,6.27,6.42,6.4,6.26,27177684.0,173224786.0
2016-08-01,6.3,6.42,6.34,6.15,39873892.0,249294891.0
2016-07-29,6.44,6.51,6.34,6.3,42717756.0,272547443.0
2016-07-28,6.55,6.58,6.44,6.37,45569984.0,295153877.0
2016-07-27,6.94,6.94,6.53,6.35,78583339.0,521509401.0
2016-07-26,6.85,6.94,6.91,6.82,45362430.0,312374768.0
2016-07-25,6.77,6.89,6.83,6.75,40124490.0,273806970.0
2016-07-22,6.82,6.86,6.77,6.71,48822946.0,330783899.0
2016-07-21,6.9,6.94,6.83,6.76,70003887.0,478700560.0
2016-07-20,6.95,7.07,6.89,6.88,68069414.0,472584300.0
2016-07-19,7.06,7.11,6.93,6.85,76719449.0,533054860.0
2016-07-18,7.27,7.27,7.06,7.03,104275224.0,742633757.0
2016-07-15,6.95,7.29,7.28,6.77,141461692.0,998912407.0
2016-07-14,6.89,7.13,6.95,6.89,111707239.0,783033347.0
2016-07-13,6.9,6.96,6.87,6.8,87383452.0,599932124.0
2016-07-12,6.81,7.13,6.91,6.81,145866199.0,1013746516.0
2016-07-11,6.59,6.95,6.81,6.48,178381171.0,1202873363.0
2016-07-08,6.53,6.6,6.54,6.4,81148584.0,528003190.0
2016-07-07,6.37,6.55,6.53,6.28,140622537.0,909683995.0
2016-07-06,6.25,6.37,6.31,6.25,57156644.0,360920480.0
2016-07-05,6.27,6.42,6.3,6.23,86371534.0,545669503.0
2016-07-04,6.15,6.28,6.26,6.13,55299579.0,344769481.0
2016-07-01,6.23,6.25,6.19,6.16,38283429.0,237390447.0
2016-06-30,6.3,6.3,6.21,6.16,42030660.0,260921176.0
2016-06-29,6.29,6.35,6.25,6.23,51921827.0,325225241.0
2016-06-28,5.97,6.43,6.26,5.96,103111762.0,646367261.0
2016-06-27,5.83,6.07,6.03,5.82,54380173.0,324497000.0
2016-06-24,6.08,6.11,5.91,5.61,78965838.0,469106579.0
2016-06-23,6.13,6.16,6.08,6.07,44867423.0,273822983.0
2016-06-22,6.11,6.16,6.16,6.08,37810784.0,231479233.0
2016-06-21,6.2,6.24,6.13,6.09,45083134.0,277978604.0
2016-06-20,6.24,6.25,6.17,6.11,40999748.0,252392398.0
2016-06-17,6.16,6.28,6.23,6.16,51190037.0,323870274.0
2016-06-16,6.27,6.31,6.17,6.12,61494325.0,387716910.0
2016-06-15,6.05,6.35,6.29,6.01,75423589.0,477235651.0
2016-06-14,6.03,6.15,6.13,6.03,56857975.0,351794687.0
2016-06-13,6.49,6.51,6.03,5.99,99362055.0,640590282.0
2016-06-08,6.66,6.67,6.58,6.56,82022774.0,550136224.0
2016-06-07,6.71,6.72,6.67,6.61,79187592.0,535497834.0
2016-06-06,6.79,6.88,6.72,6.68,103891688.0,713240857.0
2016-06-03,6.72,6.83,6.77,6.65,136451607.0,934205267.0
2016-06-02,6.77,6.81,6.75,6.61,145932068.0,992521295.0
2016-06-01,6.69,7.03,6.78,6.66,234424492.0,1627773460.0
2016-05-31,6.41,6.88,6.77,6.38,307206432.0,2076117747.0
2016-05-30,6.56,6.86,6.68,6.56,386569051.0,2594143189.0
